epoch,phase,cls_loss,box_loss,total_loss,kd_loss,oom_skipped,nan_skipped,steps_taken,map50,map_50_95,ap50_class_0,ap50_class_1,ap50_95_class_0,ap50_95_class_1,precision_class_0,precision_class_1,recall_class_0,recall_class_1,f1_class_0,f1_class_1,tp_class_0,tp_class_1,fp_class_0,fp_class_1,fn_class_0,fn_class_1
1,1,2.391903125322782,1.068441785298861,11.237432479858398,2.028167587060195,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,9,32
2,1,1.3312246295121999,1.068216323852539,10.210319519042969,1.53308472266564,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,9,32
3,1,1.4601896909567027,1.0538183083901038,9.949084502000074,1.3153522839913,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,623,1372,9,32
4,1,1.265376430291396,0.9667795988229605,9.007248218242939,1.12371315405919,0.0,0.0,13.0,0.003555126255378127,0.0007279555458808318,0.0,0.007110252510756254,0.0,0.0014559110917616636,0.0,0.006064690026954178,0.0,0.28125,0.0,0.011873350923482849,0,9,550,1475,9,23
5,1,1.1774479563419635,0.8874214887619019,8.242492749140812,0.998107557113354,0.0,0.0,13.0,4.992012691218406e-05,4.992012691218406e-06,0.0,9.984025382436812e-05,0.0,9.984025382436812e-06,0.0,0.001451378809869376,0.0,0.0625,0.0,0.0028368794326241137,0,2,1322,1376,9,30
6,1,1.0218007472845225,0.8439197081785935,7.72317779981173,0.8828795185455909,0.0,0.0,13.0,0.0001574307243572548,2.7550376762519592e-05,0.0,0.0003148614487145096,0.0,5.5100753525039184e-05,0.0,0.002372479240806643,0.0,0.0625,0.0,0.004571428571428571,0,2,355,841,9,30
7,1,1.1395672192940345,0.7928513288497925,7.296661560352032,0.7804929476517898,0.0,0.0,13.0,0.00022734401863999665,4.382712850201642e-05,0.0,0.0004546880372799933,0.0,8.765425700403284e-05,0.0,0.002201673271686482,0.0,0.15625,0.0,0.0043421623968736426,0,5,203,2266,9,27
8,1,1.1867670646080604,0.7766944078298715,7.161581589625432,0.7429899848424472,0.0,0.0,13.0,0.0009539476595818996,0.0002986779159982689,0.0,0.0019078953191637993,0.0,0.0005973558319965378,0.0,0.0027548209366391185,0.0,0.125,0.0,0.005390835579514825,0,4,357,1448,9,28
9,1,1.0952155681756826,0.6749387429310725,6.309571999769944,0.6999235657545236,0.0,0.0,13.0,6.009615390212275e-05,6.009615390212275e-06,0.0,0.0001201923078042455,0.0,1.201923078042455e-05,0.0,0.0036900369003690036,0.0,0.03125,0.0,0.006600660066006601,0,1,147,270,9,31
10,1,1.037745672922868,0.6801678217374362,6.268081004802998,0.6479495672079233,0.0,0.0,13.0,0.0001929450809257105,2.3733428679406644e-05,0.0,0.000385890161851421,0.0,4.746685735881329e-05,0.0,0.003780718336483932,0.0,0.0625,0.0,0.007130124777183601,0,2,339,527,9,30
11,1,1.1599406829247108,0.6758468792988703,6.269061858837421,0.6202399822381827,0.0,0.0,13.0,0.09492706158198416,0.014598050387576222,0.18773946166038513,0.002114661503583193,0.028937286138534545,0.0002588146366178989,0.07216494845360824,0.008928571428571428,0.7777777777777778,0.09375,0.1320754716981132,0.016304347826086956,7,3,90,333,2,29
12,1,1.0595202629382794,0.6301468794162457,5.839715737562913,0.5838539646222041,0.0,0.0,13.0,0.0038853277219459414,0.0006624963687499985,0.00296296295709908,0.004807692486792803,0.000666666665347293,0.000658326072152704,0.011299435028248588,0.011627906976744186,0.2222222222222222,0.125,0.02150537634408602,0.02127659574468085,2,4,175,340,7,28
13,1,0.9195008690540607,0.5842983883160812,5.406050755427434,0.5640623982136066,0.0,0.0,13.0,0.01890397071838379,0.0032003103930037468,0.01190476305782795,0.02590317837893963,0.001512537500821054,0.00488808328518644,0.028037383177570093,0.02032520325203252,0.3333333333333333,0.15625,0.05172413793103448,0.03597122302158273,3,5,104,241,6,27
14,1,1.507037951396062,0.6896834327624395,6.453462967505822,0.5273182965241946,0.0,0.0,13.0,0.03259528195485473,0.004802850564010442,0.05012771487236023,0.015062849037349224,0.005140485404990613,0.004465215723030269,0.025974025974025976,0.006392045454545455,0.6666666666666666,0.28125,0.05,0.0125,6,9,225,1399,3,23
15,1,1.0526717809530406,0.5820409747270437,5.407764104696421,0.5161208464549139,0.0,0.0,13.0,0.3723004902713001,0.09832167349522933,0.7318181395530701,0.012782840989530087,0.19400679329410195,0.002636553696356714,0.13636363636363635,0.00819672131147541,1.0,0.28125,0.24000000000000002,0.01592920353982301,9,9,57,1089,0,23
16,1,0.9974606449787433,0.5661446222892175,5.234206676483154,0.48939165472984314,0.0,0.0,13.0,0.5060672820545733,0.23231915853102691,0.9999999403953552,0.01213462371379137,0.4610229104757309,0.0036154065863229336,0.06923076923076923,0.012437810945273632,1.0,0.15625,0.12949640287769784,0.02304147465437788,9,5,121,397,0,27
17,1,1.0680595682217524,0.5741944290124453,5.306474685668945,0.46598664155373204,0.0,0.0,13.0,0.5153459925204515,0.2512004181859083,0.9999999403953552,0.030692044645547867,0.49706787932664154,0.0053329570451751355,0.06923076923076923,0.016320474777448073,1.0,0.34375,0.12949640287769784,0.0311614730878187,9,11,121,663,0,21
18,1,0.9124291860140287,0.5429977843394647,4.981876336611235,0.45317835532701933,0.0,0.0,13.0,0.13404362462460995,0.026175301778130232,0.2195122092962265,0.04857503995299339,0.04657552216667682,0.005775081389583647,0.08108108108108109,0.009873060648801129,1.0,0.21875,0.15,0.018893387314439947,9,7,102,702,0,25
19,1,1.0004986799680269,0.5544240979047922,5.096300271841196,0.43787039014009327,0.0,0.0,13.0,0.159675482660532,0.0311764815938659,0.27272728085517883,0.04662368446588516,0.05227616671472788,0.010076796473003923,0.036,0.017543859649122806,1.0,0.4375,0.06949806949806948,0.033734939759036145,9,14,241,784,0,18
20,1,1.0045322363193219,0.5792767015787271,5.270433279184195,0.4235918315557333,0.0,0.0,13.0,0.2859860099852085,0.05131842810660601,0.5382395386695862,0.03373248130083084,0.08850408792495727,0.014132768288254738,0.1891891891891892,0.026246719160104987,0.7777777777777778,0.3125,0.30434782608695654,0.048426150121065374,7,10,30,371,2,22
21,1,0.9180498765065119,0.5245634798820202,4.813517460456262,0.4202664058942061,0.0,0.0,13.0,0.41772751323878765,0.11434207044076175,0.7962962985038757,0.03915872797369957,0.2162543883547187,0.012429752526804805,0.03879310344827586,0.024553571428571428,1.0,0.34375,0.07468879668049794,0.04583333333333333,9,11,223,437,0,21
22,1,0.959907054901123,0.5243673828931955,4.820874177492582,0.40816527146559495,0.0,0.0,13.0,0.1974569857120514,0.04927853360059089,0.3333333730697632,0.0615805983543396,0.08414286524057388,0.014414201960607897,0.07086614173228346,0.022887323943661973,1.0,0.40625,0.13235294117647056,0.04333333333333333,9,13,118,555,0,19
23,1,0.8247274343784039,0.5546868168390714,4.961858859428992,0.3893440319941594,0.0,0.0,13.0,0.018081781221553683,0.005821728432783857,0.03384874761104584,0.002314814832061529,0.011180493899155408,0.00046296296641230584,0.0625,0.004651162790697674,0.4444444444444444,0.0625,0.1095890410958904,0.008658008658008658,4,2,60,428,5,30
24,1,1.1047237377900343,0.6166803424174969,5.568140946901762,0.3906766657645886,0.0,0.0,13.0,0.09868027828633785,0.028843232402869033,0.1421356499195099,0.05522490665316582,0.040893693699035796,0.016792771106702277,0.12162162162162163,0.018957345971563982,1.0,0.25,0.21686746987951808,0.03524229074889868,9,8,65,414,0,24
25,1,0.9333328971495995,0.5659149266206301,5.106757017282339,0.3957286958511059,0.0,0.0,13.0,0.22024444490671158,0.10031639698427171,0.40909090638160706,0.0313979834318161,0.19063973999582232,0.0099930539727211,0.06338028169014084,0.029748283752860413,1.0,0.40625,0.11920529801324505,0.05543710021321962,9,13,133,424,0,19
26,1,0.9187822754566486,0.5674367867983304,5.093186451838567,0.3780194108302777,0.0,0.0,13.0,0.29977898858487606,0.12989449892920674,0.5667600631713867,0.0327979139983654,0.2501572587527335,0.009631739105680026,0.06923076923076923,0.022727272727272728,1.0,0.34375,0.12949640287769784,0.04263565891472868,9,11,121,473,0,21
