epoch,phase,cls_loss,box_loss,total_loss,kd_loss,oom_skipped,nan_skipped,steps_taken,map50,map_50_95,ap50_class_0,ap50_class_1,ap50_95_class_0,ap50_95_class_1,precision_class_0,precision_class_1,recall_class_0,recall_class_1,f1_class_0,f1_class_1,tp_class_0,tp_class_1,fp_class_0,fp_class_1,fn_class_0,fn_class_1
27,1,1.0090688604574938,0.5875283984037546,5.2824518497173605,0.371454472725208,0.0,0.0,13.0,0.03736100345849991,0.01206351542205084,0.02273140847682953,0.05199059844017029,0.0034551739459857344,0.02067185689811595,0.013392857142857142,0.02252252252252252,0.3333333333333333,0.3125,0.02575107296137339,0.04201680672268907,3,10,221,434,6,22
28,1,0.855341374874115,0.5543747017016778,4.945356295658992,0.3598753053408403,0.0,0.0,13.0,0.2360915895551443,0.045339359692297874,0.4285714030265808,0.04361177608370781,0.08139793872833252,0.009280780656263232,0.07317073170731707,0.03669724770642202,1.0,0.25,0.13636363636363635,0.064,9,8,114,210,0,24
29,1,0.9600070944199195,0.5420519549113053,4.904383806081919,0.3589906096458435,0.0,0.0,13.0,0.25237739458680153,0.08904103257809766,0.44999998807907104,0.05475480109453201,0.15733042662031949,0.020751638535875826,0.1111111111111111,0.016034985422740525,1.0,0.34375,0.19999999999999998,0.030640668523676882,9,11,72,675,0,21
30,1,0.8120614198537973,0.519834218116907,4.65247814471905,0.34769083903386044,0.0,0.0,13.0,0.17861643433570862,0.046508016041480006,0.2879970073699951,0.06923586130142212,0.06762986951507628,0.02538616256788373,0.06666666666666667,0.023504273504273504,1.0,0.34375,0.125,0.04399999999999999,9,11,126,457,0,21
31,1,1.03270581135383,0.552709345634167,5.003304518186129,0.34163145147837126,0.0,0.0,13.0,0.5301889460533857,0.2855187328532338,0.9999999403953552,0.060377951711416245,0.5452621474862098,0.02577531822025776,0.06206896551724138,0.028112449799196786,1.0,0.4375,0.1168831168831169,0.052830188679245285,9,14,136,484,0,18
32,1,0.9067857678119953,0.5344472894301782,4.792169130765474,0.3304215669631958,0.0,0.0,13.0,0.5339567884802818,0.1623453722553677,0.9999999403953552,0.06791363656520844,0.3062579408288002,0.018432803681935183,0.2571428571428571,0.020202020202020204,1.0,0.25,0.40909090909090906,0.037383177570093455,9,8,26,388,0,24
33,1,0.9249502649674048,0.5241643052834731,4.7095884176400995,0.31588099323786223,0.0,0.0,13.0,0.1913648433983326,0.08867110015125945,0.3461538255214691,0.036575861275196075,0.16792022297158837,0.009421977330930531,0.06206896551724138,0.02109704641350211,1.0,0.3125,0.1168831168831169,0.03952569169960474,9,10,136,464,0,22
34,1,0.8067828646072974,0.5450431223099048,4.810637987576998,0.31942309553806597,0.0,0.0,13.0,0.5323369204998016,0.30652224116493015,0.9999999403953552,0.06467390060424805,0.5888888644054532,0.024155617924407125,0.04390243902439024,0.025252525252525252,1.0,0.3125,0.08411214953271028,0.04672897196261683,9,10,196,386,0,22
35,1,0.8461213157727168,0.5127059863163874,4.581952131711519,0.3135964297331296,0.0,0.0,13.0,0.5162546671926975,0.23928845496848225,0.9999999403953552,0.032509393990039825,0.46294290143996475,0.01563400849699974,0.1323529411764706,0.03205128205128205,1.0,0.3125,0.23376623376623376,0.05813953488372092,9,10,59,302,0,22
36,1,0.901592914874737,0.5265080607854403,4.706433699681209,0.30682681844784665,0.0,0.0,13.0,0.528084110468626,0.11422578379424522,0.9999999403953552,0.05616828054189682,0.2021937702782452,0.026257797310245225,0.08108108108108109,0.0186219739292365,1.0,0.3125,0.15,0.03514938488576451,9,10,102,527,0,22
37,1,0.950004307123331,0.5580592797352717,4.96635994544396,0.3059131457255437,0.0,0.0,13.0,0.12770321778953075,0.03520070863887668,0.2013888955116272,0.05401754006743431,0.04625000227242708,0.02415141500532627,0.06930693069306931,0.03802281368821293,0.7777777777777778,0.3125,0.1272727272727273,0.06779661016949153,7,10,94,253,2,22
38,1,0.8650837403077346,0.5186692751370944,4.625174008882963,0.3026124903788933,0.0,0.0,13.0,0.5148859973996878,0.21399807027410134,0.9999999403953552,0.02977205440402031,0.41988455280661585,0.008111587741586846,0.09278350515463918,0.024271844660194174,1.0,0.3125,0.16981132075471697,0.04504504504504505,9,10,88,402,0,22
39,1,0.921277628495143,0.5201217050735767,4.665649945919331,0.3040983103788816,0.0,0.0,13.0,0.45637657679617405,0.12434062743341201,0.8735770583152771,0.039176095277071,0.2400374474003911,0.008643807466432918,0.08181818181818182,0.02231237322515213,1.0,0.34375,0.15126050420168066,0.04190476190476191,9,11,101,482,0,21
40,1,0.8053396435884329,0.5080758700003991,4.5112642508286696,0.2980253031620613,0.0,0.0,13.0,0.5283583234995604,0.35857077734544873,0.9999999403953552,0.05671670660376549,0.6981481205672025,0.018993434123694898,0.09375,0.029239766081871343,1.0,0.3125,0.17142857142857143,0.053475935828877004,9,10,87,332,0,22
41,1,0.83982986670274,0.4844776071034945,4.350184293893667,0.296687323313493,0.0,0.0,13.0,0.5351533330976963,0.346053614748962,0.9999999403953552,0.07030672580003738,0.6686772115528583,0.023430017945065627,0.13432835820895522,0.029411764705882353,1.0,0.34375,0.2368421052631579,0.054187192118226604,9,11,58,363,0,21
42,1,0.7645055789213914,0.4909976376936986,4.3646622804495,0.2999271865074451,0.0,0.0,13.0,0.5264352131634951,0.3649587633175543,0.9999999403953552,0.0528704859316349,0.7055555313825608,0.024361995252547786,0.13846153846153847,0.025495750708215296,1.0,0.28125,0.24324324324324326,0.046753246753246755,9,9,56,344,0,23
43,1,0.765034217100877,0.47990461725455064,4.2767121608440695,0.29491036901107204,0.0,0.0,13.0,0.5334512740373611,0.3548669273062842,0.9999999403953552,0.06690260767936707,0.6868165405467153,0.022917314065853133,0.13636363636363635,0.02702702702702703,1.0,0.34375,0.24000000000000002,0.05011389521640092,9,11,57,396,0,21
44,1,0.9778111026837275,0.510945702974613,4.612529717958891,0.29153148944561297,0.0,0.0,13.0,0.5214456096291542,0.32341795167521925,0.9999999403953552,0.042891278862953186,0.6370370015501976,0.009798901800240855,0.08653846153846154,0.03058103975535168,1.0,0.3125,0.1592920353982301,0.05571030640668523,9,10,95,317,0,22
45,1,0.9281747341156006,0.5052832823533279,4.549423327812781,0.2957112628680009,0.0,0.0,13.0,0.518610019236803,0.22952277003787458,0.9999999403953552,0.037220098078250885,0.4499382497742772,0.009107290301471949,0.08823529411764706,0.026455026455026454,1.0,0.3125,0.1621621621621622,0.048780487804878044,9,10,93,368,0,22
46,1,0.9017571073312026,0.5024223671509669,4.5114270356985235,0.29238067452724165,0.0,0.0,13.0,0.5180246587842703,0.31875768839381635,0.9999999403953552,0.03604937717318535,0.6281481156125664,0.009367261175066232,0.11392405063291139,0.025906735751295335,1.0,0.3125,0.20454545454545456,0.04784688995215311,9,10,70,376,0,22
47,1,0.893375405898461,0.4976727870794443,4.4754540003263035,0.2962203919887543,0.0,0.0,13.0,0.5183139014989138,0.3547404614277184,0.9999999403953552,0.036627862602472305,0.7007407024502754,0.00874022040516138,0.11688311688311688,0.02617801047120419,1.0,0.3125,0.20930232558139536,0.04830917874396136,9,10,68,372,0,22
48,1,0.7508550928189204,0.48244622578987706,4.285006559812105,0.2912322970537039,0.0,0.0,13.0,0.5183938853442669,0.3648296179540921,0.9999999403953552,0.03678783029317856,0.71944440305233,0.010214832855854183,0.11392405063291139,0.02666666666666667,1.0,0.3125,0.20454545454545456,0.04914004914004914,9,10,70,365,0,22
49,1,0.9675509012662448,0.5059095689883599,4.56818857559791,0.29009143664286685,0.0,0.0,13.0,0.518101030960679,0.3682104704203084,0.9999999403953552,0.036202121526002884,0.7266666265204549,0.009754314320161939,0.11538461538461539,0.026385224274406333,1.0,0.3125,0.20689655172413793,0.04866180048661801,9,10,69,369,0,22
50,1,0.9638028924281781,0.5020083762132205,4.536649979077852,0.28968559893277973,0.0,0.0,13.0,0.5180739909410477,0.36515780639019796,0.9999999403953552,0.03614804148674011,0.7206348806619645,0.009680732118431479,0.1111111111111111,0.026525198938992044,1.0,0.3125,0.19999999999999998,0.048899755501222504,9,10,72,367,0,22
