epoch,phase,cls_loss,box_loss,total_loss,map50,map_50_95,ap50_class_0,ap50_class_1,ap50_95_class_0,ap50_95_class_1,precision_class_0,precision_class_1,recall_class_0,recall_class_1,f1_class_0,f1_class_1,tp_class_0,tp_class_1,fp_class_0,fp_class_1,fn_class_0,fn_class_1
1,1,1.9228739208645291,0.8687651124265459,7.477175368203057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,18,27
2,1,1.2165031101968553,0.5795453753736284,4.954841825697157,0.01803377829492092,0.004343862205132609,0.03606755658984184,0.0,0.008687724410265218,0.0,0.013628620102214651,0.0,0.8888888888888888,0.0,0.026845637583892617,0.0,16,0,1158,20,2,27
3,1,1.1503880785571203,0.5157909840345383,4.443626403808594,0.0009045189945027232,0.00011424051117501222,0.0018090379890054464,0.0,0.00022848102235002444,0.0,0.003033980582524272,0.0,0.5555555555555556,0.0,0.006035003017501509,0.0,10,0,3286,584,8,27
4,1,1.1885303755601246,0.5329334206051297,4.591265837351481,0.005961025599390268,0.0015017270601674682,0.011922051198780537,0.0,0.0030034541203349365,0.0,0.006091370558375634,0.0,1.0,0.0,0.012108980827447022,0.0,18,0,2937,1138,0,27
5,1,1.0801010760996077,0.5093434370226331,4.360126389397515,4.822530900128186e-05,4.822530900128186e-06,0.0,9.645061800256371e-05,0.0,9.645061800256371e-06,0.0,0.001949317738791423,0.0,0.037037037037037035,0.0,0.003703703703703703,0,1,1156,512,18,26
6,1,0.9987568457921346,0.5358651098277833,4.518366681204902,0.013474592939019203,0.0022721941815689204,0.017377831041812897,0.00957135483622551,0.0033395580685464665,0.0012048302945913748,0.008875739644970414,0.008946322067594433,1.0,0.3333333333333333,0.017595307917888565,0.017424975798644726,18,9,2010,997,0,18
7,1,0.9447890321413676,0.4960616711113188,4.192857053544786,0.18091938085854053,0.06561839052155846,0.3308835029602051,0.030955258756875992,0.12551390919834376,0.005722871844773181,0.019128586609989374,0.017713365539452495,1.0,0.4074074074074074,0.03753910323253389,0.033950617283950615,18,11,923,610,0,16
8,1,0.8988403413030837,0.505297053191397,4.239148060480754,0.035550535656511784,0.012076611250813584,0.06261355429887772,0.008487517014145851,0.02240145238756668,0.0017517701140604912,0.05172413793103448,0.013774104683195593,0.6666666666666666,0.18518518518518517,0.096,0.02564102564102564,12,5,220,358,6,22
9,1,0.8667941027217441,0.4875088466538323,4.089713348282708,0.03301597014069557,0.0063120915554463865,0.018257685005664825,0.04777425527572632,0.0023759703151881697,0.010248212795704603,0.02051983584131327,0.032467532467532464,0.8333333333333334,0.18518518518518517,0.04005340453938585,0.05524861878453038,15,5,716,149,3,22
10,1,0.8951552973853217,0.4918825924396515,4.136697053909302,0.13458243943750858,0.060510112659540025,0.2463596910238266,0.022805187851190567,0.11436335929902271,0.006656866020057351,0.015544041450777202,0.012519561815336464,1.0,0.2962962962962963,0.030612244897959183,0.024024024024024024,18,8,1140,631,0,19
11,1,0.8371473285886977,0.48666733503341675,4.068578706847297,0.025354805402457714,0.010257264467145432,0.04653223603963852,0.004177374765276909,0.019603880453360034,0.0009106484809308313,0.011428571428571429,0.00516795865633075,1.0,0.14814814814814814,0.02259887005649718,0.009987515605493135,18,4,1557,770,0,23
12,1,0.8303224047025045,0.46939540406068164,3.9356267054875693,0.04772075451910496,0.013752054920769297,0.02785516157746315,0.06758634746074677,0.00842165436479263,0.019082455476745964,0.016869728209934397,0.038461538461538464,1.0,0.6296296296296297,0.03317972350230415,0.07249466950959489,18,17,1049,425,0,10
13,1,0.8180741800202264,0.4617658257484436,3.8722808096143932,0.00548887811601162,0.001239533537045645,0.0,0.01097775623202324,0.0,0.00247906707409129,0.0,0.009482758620689655,0.0,0.4074074074074074,0.0,0.018534119629317607,0,11,0,1149,18,16
14,1,0.7918547921710544,0.47105326255162555,3.9288268089294434,0.20647427486255765,0.05772730456665158,0.40559670329093933,0.007351846434175968,0.11348956301808358,0.0019650461152195932,0.06589147286821706,0.02027027027027027,0.9444444444444444,0.2222222222222222,0.12318840579710147,0.03715170278637771,17,6,241,290,1,21
15,1,0.798754096031189,0.4810736874739329,4.007429732216729,0.12580575048923492,0.0379357507059467,0.1765991449356079,0.07501235604286194,0.060971169211552476,0.014900332200340927,0.027993779160186624,0.011826544021024968,1.0,0.6666666666666666,0.05446293494704993,0.023240800516462233,18,18,625,1504,0,9
16,1,0.8437907298405966,0.49362480805979836,4.124081452687581,0.04909881856292486,0.008688335814804304,0.009931718930602074,0.08826591819524765,0.0012689565803157166,0.01610771504929289,0.022284122562674095,0.006418485237483954,0.4444444444444444,0.37037037037037035,0.04244031830238727,0.012618296529968456,8,10,351,1548,10,17
17,1,0.8284923500484891,0.49500635100735557,4.126793755425347,0.24112196546047926,0.1282452628016472,0.4529880881309509,0.02925584279000759,0.24967321269214154,0.00681731291115284,0.020316027088036117,0.03431372549019608,1.0,0.25925925925925924,0.03982300884955752,0.06060606060606061,18,7,868,197,0,20
18,1,0.7838092479440901,0.46492087675465477,3.8788111872143216,0.31921184062957764,0.1503779435995966,0.5026264786720276,0.13579720258712769,0.25563451731577513,0.04512136988341808,0.10112359550561797,0.024416135881104035,1.0,0.8518518518518519,0.18367346938775508,0.047471620227038186,18,23,160,919,0,4
19,1,0.7824702362219492,0.47100095947583515,3.923742334047953,0.06966200470924377,0.014720491325715557,0.07668232172727585,0.0626416876912117,0.014568273758050055,0.014872708893381058,0.08484848484848485,0.005959982971477224,0.7777777777777778,0.5185185185185185,0.15300546448087432,0.011784511784511783,14,14,151,2335,4,13
20,1,0.7900258137120141,0.45775919159253436,3.8282068040635853,0.004249439109116793,0.0009753745223861187,0.0,0.008498878218233585,0.0,0.0019507490447722375,0.0,0.005502751375687844,0.0,0.4074074074074074,0.0,0.01085883514313919,0,11,0,1988,18,16
21,1,0.7910173171096377,0.47440194918049705,3.953523278236389,0.019792458042502403,0.00445906130662479,0.0,0.039584916085004807,0.0,0.00891812261324958,0.0,0.011027278003482298,0.0,0.7037037037037037,0.0,0.021714285714285714,0,19,4,1704,18,8
22,1,0.765545709265603,0.46157174309094745,3.844560901323954,0.011416345369070768,0.0018169862451031804,0.014681599102914333,0.008151091635227203,0.002373931958572939,0.0012600405316334218,0.009375,0.010344827586206896,1.0,0.2222222222222222,0.018575851393188854,0.019769357495881386,18,6,1902,574,0,21
