epoch,phase,cls_loss,box_loss,total_loss,map50,map_50_95,ap50_class_0,ap50_class_1,ap50_95_class_0,ap50_95_class_1
13,1,0.9961309201187558,0.5370384123590257,4.525853633880615,0.18303641397505999,0.04909562774992082,0.34444183111190796,0.021630996838212013,0.09211777532473206,0.0060734801751095805
14,1,0.98066113392512,0.534748794304,4.500946468777126,0.026094968197867274,0.0068426631631155034,0.04729345068335533,0.004896485712379217,0.012409792782273143,0.001275533543957863
15,1,1.0126344396008387,0.49299799733691746,4.203802161746555,0.010407823952846229,0.0023111006391445697,0.02046767808496952,0.0003479698207229376,0.004562149714911356,6.005156337778317e-05
16,1,1.033788588311937,0.5186514970329072,4.406780521074931,0.0795988654717803,0.02722212512162514,0.13979242742061615,0.01940530352294445,0.049707569554448126,0.0047366806888021525
17,1,1.0123264094193776,0.5130555447604921,4.354079776340061,0.08707362553104758,0.02958537453523604,0.1639445722103119,0.010202678851783276,0.05735790873877704,0.0018128403316950426
18,1,1.0592725409401789,0.49657948480712044,4.253982384999593,0.018679429776966572,0.0070090614834043665,0.03546147048473358,0.001897389069199562,0.013630368123995141,0.0003877548428135924
19,1,0.9800935222042931,0.5005877928601371,4.244455191824171,0.11833432508865371,0.044885528507438724,0.23495818674564362,0.0017104634316638112,0.08921902419533581,0.0005520328195416369
20,1,1.071287386947208,0.49184996717505985,4.224518378575643,0.0,0.0,0.0,0.0,0.0,0.0
21,1,1.0088556044631534,0.5040916552146276,4.285115202267964,0.04960994282737374,0.017887195513321786,0.09397359937429428,0.005246286280453205,0.034471103787655014,0.0013032872389885596
22,1,0.9310152100192176,0.4855496750937568,4.107130143377516,0.05364613654091954,0.018346607869534636,0.09307494759559631,0.014217325486242771,0.03316339251177851,0.0035298232272907627
23,1,0.8788610133859847,0.48121391402350533,4.048534843656752,0.17133485153317451,0.07512288857251406,0.24269910156726837,0.09997060149908066,0.11914731673896313,0.03109846040606499
24,1,1.0071901811493769,0.4946395191881392,4.2133914894527855,0.09533152356743813,0.027043319854419677,0.09296175092458725,0.097701296210289,0.02313940659369109,0.030947233115148264
25,1,0.8809614015950097,0.4781668732563655,4.026732285817464,0.035490119364112616,0.009526864450526773,0.06629574298858643,0.004684495739638805,0.01829941351315938,0.0007543153878941666
26,1,0.9665948450565338,0.4538878682586882,3.8874564435746937,0.20560164004564285,0.08051700970027013,0.26706162095069885,0.14414165914058685,0.12367199308791896,0.03736202631262131
27,1,0.997938315073649,0.46303807033432853,3.9717547496159873,0.18950750632211566,0.09722296127001755,0.3706945776939392,0.00832043495029211,0.19234930933453143,0.0020966132055036724
28,1,0.9119738472832574,0.44399303528997636,3.7859347263971963,0.03573441505432129,0.011611042126605752,0.0453968271613121,0.026072002947330475,0.01641760308702942,0.006804481166182086
29,1,0.9594198597802056,0.44617507855097455,3.8260230223337808,0.19553774502128363,0.09552514851020533,0.35998958349227905,0.0310859065502882,0.18410786266904325,0.00694243435136741
30,1,0.9141485359933641,0.4549131956365373,3.868923226992289,0.09899290651082993,0.028274956723907962,0.12432073056697845,0.0736650824546814,0.03997732113930397,0.016572592308511956
31,1,0.9292677905824449,0.4422195901473363,3.781280861960517,0.15036803600378335,0.050116450863424686,0.29662084579467773,0.004115226212888956,0.09918280704878271,0.0010500946780666709
32,1,0.8551053471035428,0.46314293146133423,3.901124676068624,0.17304237559437752,0.08335026214481331,0.3104473054409027,0.035637445747852325,0.15970266577787698,0.006997858511749655
33,1,0.8700135714477963,0.4459689242972268,3.779773751894633,0.21627682074904442,0.1145330521167125,0.38186684250831604,0.0506867989897728,0.21445254338905215,0.014613560844372842
34,1,0.824731190999349,0.447648490468661,3.769729216893514,0.14516656473279,0.050843584640097104,0.25001662969589233,0.04031649976968765,0.08891111055418151,0.012776058726012706
35,1,0.8195438020759158,0.4180592546860377,3.5452162822087607,0.1748298741877079,0.049650925501191524,0.2636050283908844,0.0860547199845314,0.08218035085010342,0.017121500152279624
36,1,0.8973138100571103,0.40683865381611717,3.499946845902337,0.1930341199040413,0.08234316274174489,0.3065517842769623,0.0795164555311203,0.15047642999561503,0.014209895487874746
37,1,0.8483854929606119,0.44743316372235614,3.7799414131376476,0.1989513300359249,0.12248442866111872,0.36653175950050354,0.03137090057134628,0.23822589951450937,0.006742957807728089
38,1,0.8350209660000272,0.42673835655053455,3.618048151334127,0.1602011937648058,0.06181296444265172,0.2622675895690918,0.05813479796051979,0.10648280456662178,0.017143124318681657
39,1,0.8450155291292403,0.42768992318047416,3.6301821735170154,0.06475916504859924,0.02336534315327299,0.08756250143051147,0.04195582866668701,0.03549243834859226,0.011238247957953718
40,1,0.8670761585235596,0.42809202935960555,3.644228286213345,0.16213028132915497,0.0734270687768003,0.29223746061325073,0.032023102045059204,0.1388322369544767,0.00802190059912391
41,1,0.8877302938037448,0.4017296764585707,3.4568377203411527,0.18805182538926601,0.11175857060879935,0.32859399914741516,0.04750965163111687,0.21350906775332987,0.010008073464268819
42,1,0.8207766579257118,0.43400802711645764,3.6654485066731772,0.16251972690224648,0.07854372634901666,0.28830310702323914,0.036736346781253815,0.14940229002386332,0.007685162674169988
43,1,0.97210583753056,0.4156998097896576,3.6038014888763428,0.09500792250037193,0.03380442245907034,0.1063196137547493,0.08369623124599457,0.04857408635871252,0.019034758559428155
44,1,0.9128624333275689,0.42837931050194633,3.6692760388056436,0.18401413410902023,0.09928452600433957,0.28334277868270874,0.08468548953533173,0.1763998817652464,0.022169170243432745
45,1,0.8245719538794624,0.42569420569472843,3.6049925088882446,0.11797243729233742,0.05053843787900405,0.20458973944187164,0.03135513514280319,0.09479482327587903,0.006282052482129074
46,1,0.8251477711730533,0.399154406454828,3.4062319464153714,0.1297469288110733,0.05204370615392691,0.23603014647960663,0.023463711142539978,0.0980640628375113,0.00602334947034251
47,1,0.8101794454786513,0.4093552529811859,3.4752541515562267,0.19845642894506454,0.10252215234795585,0.30291810631752014,0.09399475157260895,0.18105599768459796,0.023988307011313735
48,1,0.7820958561367459,0.4028746038675308,3.412607471148173,0.13370375894010067,0.04196322412608424,0.21134474873542786,0.05606276914477348,0.07275900184467901,0.011167446407489479
49,1,0.8107712864875793,0.40706354048517013,3.4583621422449746,0.14920031279325485,0.08723980444628979,0.2704364061355591,0.027964219450950623,0.16735543026879895,0.007124178623780608
50,1,0.811267700460222,0.3898843013577991,3.329766127798292,0.17891822010278702,0.09648136247124058,0.2503192126750946,0.10751722753047943,0.17054169289767743,0.022421032044803724
51,1,0.789167582988739,0.37342795232931775,3.1952934397591486,0.13728342670947313,0.0800997904239921,0.2476482391357422,0.02691861428320408,0.1523938883387018,0.0078056925092823805
52,1,0.756288061539332,0.38989943597051835,3.3023897806803384,0.1688810344785452,0.10372091671961244,0.30167290568351746,0.03608916327357292,0.19887034185230731,0.008571491586917546
53,1,0.783085286617279,0.36964480247762466,3.163878666030036,0.17266248352825642,0.10550203955644974,0.29725784063339233,0.0480671264231205,0.20160709880292416,0.009396980309975333
54,1,0.7513709730572171,0.3925652007261912,3.3199245002534656,0.13133473321795464,0.062228186849097256,0.2425222098827362,0.020147256553173065,0.1189477883366635,0.005508585361531005
55,1,0.808433238002989,0.38359201947848004,3.281156725353665,0.1727180853486061,0.09108543042530073,0.3109232783317566,0.03451289236545563,0.1744136855850229,0.007757175265578553
56,1,0.779953443341785,0.3600109898381763,3.0900591214497886,0.1556754782795906,0.09184468261155417,0.27584391832351685,0.03550703823566437,0.17342086508870125,0.010268500134407077
57,1,0.7548859616120657,0.3785250220033858,3.2163806358973184,0.10540870577096939,0.035605262807803226,0.132958322763443,0.07785908877849579,0.05727513679885306,0.013935388816753403
58,1,0.8398759166399637,0.3820451895395915,3.285276903046502,0.12378213554620743,0.047641621273942295,0.21238328516483307,0.03518098592758179,0.0851497633382678,0.01013347920961678
59,1,0.8130622473027971,0.3883173233932919,3.3189110888375177,0.19380628690123558,0.09912070034843054,0.312235563993454,0.07537700980901718,0.1815000821108697,0.016741318585991392
60,1,0.7833383282025655,0.36898035638862187,3.159021841155158,0.11562473140656948,0.04816412487871276,0.1926257312297821,0.03862373158335686,0.08808230864815414,0.008245941109271371
61,1,0.8164240022500356,0.3731944080856111,3.2071700361039905,0.18578551150858402,0.10080900620669127,0.3307015895843506,0.04086943343281746,0.19371401432435958,0.007903998089022934
62,1,0.7676453755961524,0.35880909032291836,3.0748908387290106,0.1828272882848978,0.10218324586821836,0.31549519300460815,0.050159383565187454,0.1923772359266877,0.011989255809749012
63,1,0.7614623308181763,0.35710906320148045,3.0590491559770374,0.17397067323327065,0.10325503345520701,0.2798513174057007,0.0680900290608406,0.19070794387953355,0.015802123030880466
