epoch,phase,cls_loss,box_loss,total_loss,map50,map_50_95,ap50_class_0,ap50_class_1,ap50_95_class_0,ap50_95_class_1
1,1,2.547049601872762,0.6991196788019605,6.516922447416517,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1.346743967798021,0.5132053958045112,4.522412392828199,0.022157765924930573,0.006536862713983282,0.042239464819431305,0.00207606703042984,0.01267580355051905,0.0003979218774475157
3,1,1.2739638818634882,0.5354104869895511,4.652560551961263,0.009088515071198344,0.0012441588980436791,0.014109348878264427,0.004067681264132261,0.0014109348878264428,0.0010773829082609155
4,1,1.2145718435446422,0.5232773671547571,4.531866179572211,0.005817229859530926,0.001670880094752647,0.011634459719061852,0.0,0.003341760189505294,0.0
5,1,1.7287964820861816,0.5253795832395554,4.804745117823283,0.0,0.0,0.0,0.0,0.0,0.0
6,1,1.579284045431349,0.5303163992034065,4.7670150597890215,0.0,0.0,0.0,0.0,0.0,0.0
7,1,1.144442939096027,0.5274289084805382,4.52793824672699,0.010698755213525146,0.0020508553316176403,0.020289912819862366,0.0011075976071879268,0.0038829548022476955,0.00021875586098758505
8,1,1.2558994558122423,0.5071689221594069,4.431716707017687,0.02506463509052992,0.005407519984873943,0.04657776653766632,0.0035515036433935165,0.010039686012896709,0.000775353956851177
9,1,1.015805333852768,0.5149436841408411,4.369980295499166,0.0024802964471746236,0.0003021340849954868,0.004260128829628229,0.0007004640647210181,0.000520174846315058,8.40933236759156e-05
10,1,0.9777686595916748,0.5014208853244781,4.249540978007847,0.014662602916359901,0.0039710842214844885,0.017673492431640625,0.011651713401079178,0.006379764293524204,0.0015624041494447737
11,1,1.02418914437294,0.5051735738913218,4.300896379682753,0.00013941834913566709,2.601388332550414e-05,0.0,0.00027883669827133417,0.0,5.202776665100828e-05
12,1,1.1525128583113353,0.5149743970897462,4.438564432991876,0.03454606980085373,0.010865896199538838,0.03532831370830536,0.0337638258934021,0.014387985979556105,0.00734380641952157
13,1,1.3177834053834279,0.534484037094646,4.667521993319194,0.007881605764850974,0.001094317154274904,0.012929685413837433,0.0028335261158645153,0.0015208350603643339,0.0006677992481854744
14,1,0.995281802283393,0.5246327734655805,4.432386716206868,0.1160708162933588,0.03600144042429747,0.20714835822582245,0.024993274360895157,0.06427440547849983,0.007728475370095111
15,1,0.9204059938589731,0.495960995554924,4.179910527335273,0.029453759336320218,0.013451316231294187,0.058836430311203,7.108836143743247e-05,0.02689552362644463,7.108836143743247e-06
16,1,0.9683725105391608,0.4965248952309291,4.2081230481465655,0.13495829422026873,0.0567668606818188,0.2638862431049347,0.00603034533560276,0.11206131502985954,0.0014724063337780535
17,1,0.9697478181786008,0.5139135089185503,4.339225186241998,0.1619502231478691,0.05887890253943624,0.2969593405723572,0.026941105723381042,0.1086186213651672,0.00913918371370528
18,1,0.9358874062697092,0.4884192943572998,4.13108844227261,0.026461707428097725,0.007752128367792465,0.02216985821723938,0.03075355663895607,0.008083453344443114,0.007420803391141817
19,1,0.9661652213997312,0.5068111270666122,4.284166137377421,0.004556851054076105,0.000626466842550144,0.00813346542418003,0.0009802366839721799,0.0010152521805139258,0.00023768150458636228
