epoch,phase,cls_loss,box_loss,total_loss,grad_norm_backbone_stage0,grad_norm_head_level0,grad_norm_backbone_stage3,grad_norm_backbone_stage2,steps_taken,grad_norm_backbone_stage1,grad_norm_backbone_stem,nan_skipped,grad_norm_neck,oom_skipped,grad_norm_head_level1,grad_norm_head_level2,map50,map_50_95,ap50_class_0,ap50_class_1,ap50_95_class_0,ap50_95_class_1,precision_class_0,precision_class_1,recall_class_0,recall_class_1,f1_class_0,f1_class_1,tp_class_0,tp_class_1,fp_class_0,fp_class_1,fn_class_0,fn_class_1
66,1,0.6792402517151188,0.6311310781417666,5.073103234574601,3.1813181668964203,5.050603094845327,20.652687557743004,15.664452978802085,19.0,4.030132121404778,1.720279920655466,0.0,6.8086042668562206,0.0,2.6519942073085105,87.3271747013754,0.40909090638160706,0.3080113522708416,0.8181818127632141,0.0,0.6160227045416832,0.0,0.04891304347826087,0.0,1.0,0.0,0.09326424870466321,0.0,18,0,350,973,0,31
67,1,0.6641954372863512,0.6669131819460843,5.333946580822404,2.7850336182332507,5.541782720498622,18.995140091982506,14.195069164146398,19.0,3.740117944943232,1.4239855785151214,0.0,6.48716675761559,0.0,2.4682274710967502,88.18850691899759,0.5,0.2973638370865956,1.0,0.0,0.5947276741731912,0.0,0.8571428571428571,0.0,1.0,0.0,0.923076923076923,0.0,18,0,3,882,0,31
68,1,0.6546926925311217,0.6169419879647525,4.954411200574927,2.5272213224014513,4.742839058971375,20.09119049644638,14.562045782604855,19.0,3.4131782822853087,1.3885340260278152,0.0,6.56269329272548,0.0,1.8308732056765329,88.60801380178002,0.5,0.400810182094574,1.0,0.0,0.801620364189148,0.0,0.2222222222222222,0.0,1.0,0.0,0.3636363636363636,0.0,18,0,63,1422,0,31
69,1,0.6364525995544486,0.6338574229865461,5.072156957677893,2.423673771639462,5.058356509235364,22.006379795969696,16.326900668884367,19.0,3.4068811029347152,1.3125779345334005,0.0,6.952892940080225,0.0,2.0838105676950693,100.26650521035648,0.5,0.30592410638928413,1.0,0.0,0.6118482127785683,0.0,0.06716417910447761,0.0,1.0,0.0,0.12587412587412586,0.0,18,0,250,1238,0,31
70,1,0.7121193352583293,0.6350800654775387,5.119160168879741,2.49004123859995,7.223325494347697,21.421391865831573,16.122862880831317,19.0,3.576069685359984,1.324329136294024,0.0,7.267746521489187,0.0,1.8817088745075665,100.24521644890491,0.5,0.2799382697790861,1.0,0.0,0.5598765395581722,0.0,0.28125,0.0,1.0,0.0,0.43902439024390244,0.0,18,0,46,1227,0,31
71,1,0.6643622388710847,0.5640379379729967,4.5624656628918006,2.355663251515882,8.317342184878697,15.186687548528957,12.553129800448268,19.0,3.164732116697766,1.3043515280962885,0.0,5.38809569004795,0.0,1.5553622762110941,79.56678042737583,0.5,0.4148956895340234,1.0,0.0,0.8297913790680468,0.0,0.75,0.0,1.0,0.0,0.8571428571428571,0.0,18,0,6,1321,0,31
72,1,0.6637189118443308,0.6322168397742349,5.07348572885668,2.1965528037076147,7.639438948362256,12.535303397954163,10.071918789174516,19.0,2.8212088747548334,1.1373713812908428,0.0,4.527831528083946,0.0,1.947505464803651,57.12284528645003,0.5,0.36624559555202724,1.0,0.0,0.7324911911040545,0.0,0.27692307692307694,0.0,1.0,0.0,0.4337349397590362,0.0,18,0,47,1010,0,31
73,1,0.6457036286592484,0.6630267853269706,5.295552701563449,2.3553010154563734,5.462582555681138,13.881867902907844,10.679036388576252,19.0,3.0071683905125637,1.2142528616356774,0.0,4.670767604087729,0.0,1.878967349248591,75.10936687504345,0.5,0.38749498799443244,1.0,0.0,0.7749899759888649,0.0,0.17142857142857143,0.0,1.0,0.0,0.2926829268292683,0.0,18,0,87,1341,0,31
74,1,0.6872315024201935,0.626569269073976,5.042885297053569,2.862068557328025,4.346617153541582,19.768722253021927,14.601366395119456,19.0,3.6086412096510307,1.4834002468288965,0.0,6.517192209355391,0.0,1.8208276686556562,86.45409104060099,0.5,0.4140432119369507,1.0,0.0,0.8280864238739014,0.0,0.43902439024390244,0.0,1.0,0.0,0.6101694915254238,0.0,18,0,23,1025,0,31
75,1,0.7104969012576181,0.619286135040425,4.99989445467253,3.0510557817413324,5.996038271814834,22.264389113463505,16.58018940837707,19.0,3.935554657874873,1.613923424290896,0.0,7.091222492767648,0.0,1.8933203106867904,97.42147538895247,0.5,0.28608736526221035,1.0,0.0,0.5721747305244207,0.0,0.782608695652174,0.0,1.0,0.0,0.878048780487805,0.0,18,0,5,1285,0,31
76,1,0.6568671038021913,0.5942605378458629,4.785387580459182,2.9252836558753637,4.669557197993024,19.893223606842586,15.250736283336387,19.0,3.7153545779185793,1.5776910189186708,0.0,6.316733073227879,0.0,2.20533031861745,89.53087461191402,0.5,0.3247839519288391,1.0,0.0,0.6495679038576782,0.0,0.2571428571428571,0.0,1.0,0.0,0.40909090909090906,0.0,18,0,52,1005,0,31
77,1,0.6293876183194083,0.5944565526536993,4.773117962721232,3.519115162963257,5.391409884732652,26.716344756431113,19.804643638613648,19.0,4.695104735310525,2.0151260362315084,0.0,8.718162192023117,0.0,1.4141884694979878,109.49425557349316,0.5,0.45887345671653745,1.0,0.0,0.9177469134330749,0.0,0.9,0.0,1.0,0.0,0.9473684210526316,0.0,18,0,2,1008,0,31
78,1,0.6040222854227633,0.5943957650278872,4.759979412362382,2.7350573017378443,4.461926592401893,19.416871883659397,14.139995802759389,19.0,3.551557712734869,1.4568617137268798,0.0,6.318543635136571,0.0,1.436562848946226,98.93195499616384,0.5,0.4396644989028573,1.0,0.0,0.8793289978057146,0.0,0.47368421052631576,0.0,1.0,0.0,0.6428571428571429,0.0,18,0,20,1050,0,31
79,1,0.6178849746246595,0.6023213927810257,4.826352949078019,3.1441518046889905,4.932544509716888,25.840178504157027,18.767140559059104,19.0,4.270393894102372,1.7336426157783997,0.0,8.38454838969376,0.0,1.8041651548879316,104.3611206794814,0.5,0.2753086436539888,1.0,0.0,0.5506172873079777,0.0,0.3103448275862069,0.0,1.0,0.0,0.4736842105263158,0.0,18,0,40,1182,0,31
80,1,0.6072368529197332,0.6143362957078058,4.9111406054045705,2.6616212833812085,4.0781847385949535,18.623116604431452,14.568502595991037,19.0,3.5294438377761868,1.4412160476145013,0.0,6.198779849645949,0.0,1.800962375148012,78.8704816406433,0.5,0.45403163209557534,1.0,0.0,0.9080632641911507,0.0,0.5294117647058824,0.0,1.0,0.0,0.6923076923076924,0.0,18,0,16,1032,0,31
81,1,0.6152868226573274,0.5962308398070367,4.779374692891095,2.6187688384304826,4.797823344760654,16.925412624090352,14.003405171038818,19.0,3.34195125220658,1.423984510214375,0.0,5.44433825228853,0.0,2.1302656249164458,73.0168436647393,0.5,0.4263146134093404,1.0,0.0,0.8526292268186808,0.0,0.32727272727272727,0.0,1.0,0.0,0.4931506849315069,0.0,18,0,37,1139,0,31
82,1,0.6367512075482188,0.599395826861665,4.813844327991073,2.918473611732441,4.256255094872966,21.384625020273823,15.748317554943334,19.0,3.8172494647097452,1.5518250643167475,0.0,7.103171755966729,0.0,1.7534995074618898,93.16971351115424,0.5,0.45754985734820364,1.0,0.0,0.9150997146964073,0.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,18,0,18,1045,0,31
83,1,0.6698695167496398,0.589522335476972,4.756352279637311,2.627773460178927,5.883410384736521,15.586750344889854,11.273083588679036,19.0,3.2846390424121017,1.3623234937157662,0.0,5.146843102516454,0.0,1.6515112239592715,91.6430744918446,0.5,0.4173711474053562,1.0,0.0,0.8347422948107124,0.0,0.3673469387755102,0.0,1.0,0.0,0.5373134328358209,0.0,18,0,31,1170,0,31
84,1,0.616286580627029,0.6282128799404647,5.0197398823660775,2.9353650158106674,4.187977550839949,19.387203056635148,14.264735909624767,19.0,3.824513530404311,1.5622867676240682,0.0,6.540197497767048,0.0,1.462183506678069,90.55454502864917,0.5,0.3367732885177247,1.0,0.0,0.6735465770354494,0.0,0.6206896551724138,0.0,1.0,0.0,0.7659574468085107,0.0,18,0,11,863,0,31
85,1,0.6451703865785856,0.6035646597879964,4.8493201257409275,2.9247016617957953,5.350715315086223,19.772994076983217,14.182931747250606,19.0,3.8063850585999925,1.548393620236416,0.0,6.423038135930502,0.0,1.671050400121893,96.32594403103678,0.5,0.32341821007430555,1.0,0.0,0.6468364201486111,0.0,0.46153846153846156,0.0,1.0,0.0,0.631578947368421,0.0,18,0,21,1208,0,31
86,1,0.6082312629835026,0.5756795038846699,4.621711934740479,3.192797230910519,7.2832259453355315,23.915972897382527,16.489725443770272,19.0,4.204021526516538,1.7960114719781073,0.0,7.9835667373179975,0.0,2.005834737087293,102.90598117085179,0.5,0.3933333300054073,1.0,0.0,0.7866666600108146,0.0,0.6666666666666666,0.0,1.0,0.0,0.8,0.0,18,0,9,999,0,31
87,1,0.6987488028165456,0.6440145305886462,5.179483354091644,2.7291850970835254,5.825036973583239,18.311739015846264,13.300324133239076,19.0,3.5927151341417227,1.5009413581361897,0.0,6.273533032421097,0.0,1.8487883042636735,80.97732633747569,0.5,0.46323529481887815,1.0,0.0,0.9264705896377563,0.0,0.33962264150943394,0.0,1.0,0.0,0.5070422535211268,0.0,18,0,35,1234,0,31
88,1,0.6275770233289616,0.5800053973657053,4.663828991554879,3.054994355645827,4.32555015913165,22.790049629349973,16.475783363878637,19.0,3.9698359448791614,1.6886242423396056,0.0,7.693952550886212,0.0,1.793097253748747,95.04242186167167,0.5,0.4272685211151838,1.0,0.0,0.8545370422303676,0.0,0.33962264150943394,0.0,1.0,0.0,0.5070422535211268,0.0,18,0,35,884,0,31
89,1,0.6175131680997642,0.6029398050662633,4.830805093050003,2.124106752471098,3.9867609696491653,11.094486134963807,8.661255496746255,19.0,2.6113034431046813,1.1546920242637693,0.0,3.756505633209292,0.0,1.5223714525322702,57.96104238373322,0.5,0.40246913135051726,1.0,0.0,0.8049382627010345,0.0,0.6206896551724138,0.0,1.0,0.0,0.7659574468085107,0.0,18,0,11,1239,0,31
90,1,0.6192274407760517,0.5863592730382005,4.7073082891670435,2.2059246077298043,5.067499580863372,13.152487327537099,10.252130021036033,19.0,2.8514145521707817,1.2705931906194035,0.0,4.518925318061315,0.0,1.789374418924428,62.32846156421977,0.5,0.4527777761220932,1.0,0.0,0.9055555522441864,0.0,0.5454545454545454,0.0,1.0,0.0,0.7058823529411764,0.0,18,0,15,1104,0,31
91,1,0.6313464963758314,0.6129384688730981,4.912711755649464,2.438042980977447,4.0983332902320395,16.31531058275253,12.178462837543913,19.0,3.0627208973719573,1.3536972517571946,0.0,5.515259626165191,0.0,1.5948730377705613,73.3899708687638,0.5,0.4603086426854134,1.0,0.0,0.9206172853708268,0.0,0.42857142857142855,0.0,1.0,0.0,0.6,0.0,18,0,24,1061,0,31
92,1,0.658266502457696,0.6165146634385392,4.952993196410102,2.300006811361147,4.576081279561498,12.99284640303661,10.228003723466605,19.0,2.8586658981070836,1.2522562262336716,0.0,4.431585348051331,0.0,1.9794132562471882,59.982995362145274,0.5,0.4364701110869646,1.0,0.0,0.8729402221739292,0.0,0.6666666666666666,0.0,1.0,0.0,0.8,0.0,18,0,9,1055,0,31
93,1,0.6401114552407652,0.61731147615088,4.949891808870676,2.6384813098823914,4.328503413456348,19.387283872652063,14.175079345021148,19.0,3.4915390639258725,1.4278101157112042,0.0,6.453845633345626,0.0,1.4216083286223573,84.64989609598118,0.5,0.4167799785733223,1.0,0.0,0.8335599571466445,0.0,0.6666666666666666,0.0,1.0,0.0,0.8,0.0,18,0,9,1153,0,31
94,1,0.6232748478651047,0.6303428243342284,5.039208620786667,2.730326837686009,4.190102211730235,17.97805644942697,14.118880108083232,19.0,3.4572548198954403,1.456697464755971,0.0,5.973433635182059,0.0,1.9209584017569372,77.15693479335964,0.5,0.4582231044769287,1.0,0.0,0.9164462089538574,0.0,0.5294117647058824,0.0,1.0,0.0,0.6923076923076924,0.0,18,0,16,1170,0,31
95,1,0.6044893901090365,0.6168957525310484,4.928962833172566,2.5139231036990424,5.371629217154319,17.34127497416629,13.176123255665386,19.0,3.3050274134392725,1.3479073579497884,0.0,5.910841661196214,0.0,1.612847889973152,73.6889554598662,0.5,0.46170465350151063,1.0,0.0,0.9234093070030213,0.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,18,0,18,1133,0,31
96,1,0.6607755289689915,0.6328108236193657,5.076468946160497,2.256240888702905,4.205073182459953,13.790533743596162,10.846188373373973,19.0,2.8199439481992763,1.2443861892665447,0.0,4.725224891143452,0.0,1.631729438504127,59.650692023970414,0.5,0.475129097700119,1.0,0.0,0.950258195400238,0.0,0.5294117647058824,0.0,1.0,0.0,0.6923076923076924,0.0,18,0,16,1110,0,31
97,1,0.6138784671957428,0.6104124093780646,4.885032284098703,2.125325547724003,3.523879310151519,11.898387271837159,9.332000447067923,19.0,2.6279402014030073,1.1941562448987095,0.0,3.9397564070217617,0.0,1.5609368428739705,57.091700093102155,0.5,0.45877255499362946,1.0,0.0,0.9175451099872589,0.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,18,0,18,1130,0,31
98,1,0.6202106926892255,0.5896491951032264,4.732474286008525,2.2221969854545804,4.511521002086809,12.047044965093166,9.56599669285581,19.0,2.7102857295693235,1.1503489064226655,0.0,3.951853685496313,0.0,1.7550010542609784,60.80047877555722,0.5,0.46170465350151063,1.0,0.0,0.9234093070030213,0.0,0.4864864864864865,0.0,1.0,0.0,0.6545454545454547,0.0,18,0,19,1128,0,31
99,1,0.6767208902417002,0.5957930365929732,4.806808257425153,2.0739340223325207,4.5500888407484075,10.245499982270502,8.514356987838651,19.0,2.469567237939353,1.1255427000977523,0.0,3.562419321778214,0.0,1.9699420335819835,52.5164241968547,0.5,0.46506410241127016,1.0,0.0,0.9301282048225403,0.0,0.4864864864864865,0.0,1.0,0.0,0.6545454545454547,0.0,18,0,19,1133,0,31
100,1,0.5827572917616045,0.6141167688812759,4.897254396934767,2.10367068467563,4.7502188098404625,11.120592352600042,8.88420195557795,19.0,2.5949237324035144,1.0620181661614574,0.0,3.7968731322382454,0.0,1.5601535163380313,53.48417897974152,0.5,0.46170465350151063,1.0,0.0,0.9234093070030213,0.0,0.4864864864864865,0.0,1.0,0.0,0.6545454545454547,0.0,18,0,19,1133,0,31
