epoch,phase,cls_loss,box_loss,total_loss,kd_loss,map50,map_50_95,ap50_class_0,ap50_class_1,ap50_95_class_0,ap50_95_class_1
1,1,1.8979389866193135,1.0513975024223328,11.125159952375624,2.2907091776529946,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0.6143746078014374,0.8369924161169264,8.734487586551243,2.149857136938307,0.0005446622963063419,5.4466229630634186e-05,0.0,0.0010893245926126838,0.0,0.00010893245926126837
3,1,0.5438438902298609,0.625811003976398,7.079192929797703,2.113688508669535,0.2727659344673157,0.06110065579705406,0.5455318689346313,0.0,0.12220131159410812,0.0
4,1,0.6825827757517496,0.5549306339687772,6.598002513249715,2.0947313176261053,0.18247011303901672,0.04010747032298241,0.36494022607803345,0.0,0.08021494064596482,0.0
5,1,0.6431614971823163,0.532678998178906,6.345582432217068,2.0289092196358576,0.0,0.0,0.0,0.0,0.0,0.0
6,1,0.522268682718277,0.6132050686412387,6.827407174640232,1.9672348433070712,0.1973857879638672,0.025708760414272547,0.3947715759277344,0.0,0.051417520828545095,0.0
7,1,0.5814731982019212,0.5517189502716064,6.372439543406169,1.943810807334052,0.17116566002368927,0.06416360081639141,0.34233132004737854,0.0,0.12832720163278283,0.0
8,1,0.5207270003027387,0.4662453449434704,5.660811185836792,1.903607620133294,0.0,0.0,0.0,0.0,0.0,0.0
9,1,0.48555702798896366,0.4469008396069209,5.468334992726644,1.8738001849916246,0.031107863411307335,0.0031107863411307334,0.06221572682261467,0.0,0.006221572682261467,0.0
10,1,0.5342717236942716,0.4827234496672948,5.737000836266412,1.8494390977753534,0.13635748624801636,0.043904065026436,0.2727149724960327,0.0,0.087808130052872,0.0
11,1,0.4711864988009135,0.45743079317940605,5.4980507426791725,1.8317265378104315,0.05031035467982292,0.017914228996960446,0.10062070935964584,0.0,0.03582845799392089,0.0
12,1,0.45624660286638474,0.4719228943188985,5.555260764227973,1.7877157595422533,0.4505380690097809,0.1564632464927854,0.9010761380195618,0.0,0.3129264929855708,0.0
13,1,0.431350976228714,0.46526015798250836,5.472321801715427,1.7671950790617201,0.24173144839005545,0.1136841388011817,0.48169922828674316,0.0017636684933677316,0.2271919107530266,0.00017636684933677315
14,1,0.4489892323811849,0.45120229489273495,5.353503412670559,1.7449916071361966,0.3002815544605255,0.09703150112181902,0.600563108921051,0.0,0.19406300224363804,0.0
15,1,0.4360727270444234,0.4620338131984075,5.409593264261882,1.7263033323817782,0.22587408125400543,0.037803676452313084,0.45174816250801086,0.0,0.07560735290462617,0.0
16,1,0.5170283052656386,0.5155282070239385,5.828636646270752,1.7036609848340352,0.018880128860473633,0.0038516690241522157,0.0,0.037760257720947266,0.0,0.007703338048304431
17,1,0.4260157313611772,0.5694952441586388,6.184044599533081,1.6998225781652663,0.4594208598136902,0.2256759792682715,0.9188417196273804,0.0,0.451351958536543,0.0
18,1,0.39634880589114296,0.5607665048705207,6.075414578119914,1.6714913646380107,0.04382073925808072,0.014592101657763123,0.013888888992369175,0.07375258952379227,0.0013888888992369176,0.02779531441628933
19,1,0.3678869307041168,0.5507925285233392,5.947101593017578,1.6322141024801466,0.4958096109330654,0.23467601235606708,0.9294007420539856,0.06221847981214523,0.4543008252978325,0.015051199414301664
20,1,0.4112714926401774,0.5600661436716715,6.038042995664808,1.631911085711585,0.39531776309013367,0.045673275366425514,0.7906355261802673,0.0,0.09134655073285103,0.0
21,1,0.37295829090807175,0.5477174901300006,5.909244616826375,1.614884290430281,0.4649242162704468,0.15784927159547807,0.9298484325408936,0.0,0.31569854319095614,0.0
22,1,0.3743963572714064,0.5531247158845266,5.931805478201972,1.596171995004018,0.22430014982819557,0.03974581453949213,0.37489357590675354,0.0737067237496376,0.05582269057631493,0.023668938502669334
23,1,0.4125160922606786,0.5521556470129225,5.9418469005160865,1.5944214993053012,0.48724057152867317,0.2773508136422606,0.9206517934799194,0.05382934957742691,0.5384990282356739,0.016202599048847334
24,1,0.4265220844083362,0.5338334441184998,5.7977645132276745,1.5807527171240912,0.4919561054557562,0.13208613446913658,0.926630973815918,0.057281237095594406,0.25482197403907775,0.009350294899195432
25,1,0.3971165799432331,0.5380571285883585,5.803224854999119,1.569238093164232,0.4864300172775984,0.21617626463994383,0.9233083724975586,0.04955166205763817,0.41713953819125893,0.01521299108862877
26,1,0.36008860170841217,0.5298207783036761,5.710102849536472,1.5564027031262715,0.4328185170888901,0.12467075205640868,0.8179920315742493,0.047645002603530884,0.24128504171967508,0.008056462393142283
27,1,0.3579937136835522,0.5246740033229192,5.662549416224162,1.548497544394599,0.11769905500113964,0.022799871803727,0.17982494831085205,0.05557316169142723,0.026943067880347372,0.01865667572710663
28,1,0.3362669315603044,0.5188211583428912,5.599964353773329,1.5406721366776361,0.5196070410311222,0.2389056261337828,0.9768518209457397,0.06236226111650467,0.454295624839142,0.023515627428423613
29,1,0.3389808436234792,0.5031388766235776,5.48124819331699,1.5382161736488342,0.49003743566572666,0.3269888477865607,0.9592047929763794,0.02087007835507393,0.6494435977190733,0.004534097854048014
30,1,0.3535233239332835,0.47727835343943703,5.288387775421143,1.5320384502410889,0.48917629197239876,0.19673885689117016,0.9518519043922424,0.026500679552555084,0.38711937675252556,0.0063583370298147205
31,1,0.33854858080546063,0.460256212287479,5.149558491177029,1.5283627311388652,0.49546514078974724,0.19500872859498486,0.9125930070877075,0.07833727449178696,0.3630296617746353,0.026987795415334404
32,1,0.3654486685991287,0.46471916966968113,5.195823431015015,1.5277053183979459,0.33927304297685623,0.09657425589393824,0.6200065016746521,0.058539584279060364,0.1733846625313163,0.019763849256560207
33,1,0.3506956183248096,0.4576133092244466,5.125769032372369,1.518321368429396,0.37638217583298683,0.22336044360417873,0.6947606801986694,0.05800367146730423,0.42317154854536054,0.02354933866299689
34,1,0.3393348389201694,0.4397220379776425,4.9854745335049095,1.5178919037183125,0.47215255349874496,0.23650982718972954,0.8742907047271729,0.07001440227031708,0.4485584773414303,0.024461177038028838
35,1,0.35664865540133583,0.41810157232814366,4.825561470455593,1.5114753974808588,0.3927890285849571,0.2335179556393996,0.734266996383667,0.05131106078624725,0.45121731585823,0.01581859542056918
36,1,0.3473953919278251,0.41536172727743786,4.798815064960056,1.5099043978585138,0.4249538816511631,0.20307533261329808,0.7688916325569153,0.08101613074541092,0.3902644028887153,0.01588626233788091
37,1,0.32935946848657394,0.388825707965427,4.5895924303266735,1.5087198813756306,0.38576690293848515,0.29440068604890257,0.7309857606887817,0.04054804518818855,0.5738379471004009,0.014963424997404218
38,1,0.34277698397636414,0.4079604181978438,4.740989870495266,1.5098982784483168,0.40524841099977493,0.23215283232566436,0.7389504313468933,0.07154639065265656,0.4471416608197615,0.017164003831567243
39,1,0.3438941190640132,0.40330959525373244,4.702168358696832,1.5053993264834087,0.4049067758023739,0.2036024258180987,0.7276768088340759,0.08213674277067184,0.37986964895389974,0.027335202682297676
40,1,0.3416060722536511,0.3855849835607741,4.5662129984961615,1.5035225351651509,0.4806940592825413,0.321041997987777,0.9036215543746948,0.057766564190387726,0.6197109637781978,0.022373032197356223
41,1,0.34334901140795815,0.38143986960252124,4.532759812143114,1.5002863142225478,0.41975054889917374,0.08265404775302158,0.7284255027770996,0.11107559502124786,0.13305173128901515,0.03225636421702802
42,1,0.3783998257584042,0.41049697829617393,4.7641583813561335,1.4962311387062073,0.3288954459130764,0.23421957253012807,0.5697422623634338,0.08804862946271896,0.4419521916657686,0.0264869533944875
43,1,0.3721421675549613,0.40040597650739884,4.68725519710117,1.4981392621994019,0.34355486556887627,0.2328391711344011,0.6110349297523499,0.07607480138540268,0.4429264307487756,0.022751911520026626
44,1,0.3415846940543916,0.36285556024975246,4.386561036109924,1.4943520294295416,0.3653426393866539,0.2649704024195671,0.6572732925415039,0.0734119862318039,0.5174048613756895,0.01253594346344471
45,1,0.3297659340831969,0.3743776861164305,4.4680880308151245,1.495372427834405,0.450924813747406,0.3427248775609769,0.7970554232597351,0.1047942042350769,0.6357674365863204,0.04968231853563339
46,1,0.3540910912884606,0.3856529924604628,4.5579737822214765,1.4885308146476746,0.4350052773952484,0.3063370916817803,0.7641209959983826,0.10588955879211426,0.5787181831896305,0.03395600017393008
47,1,0.3439096576637692,0.37824324601226383,4.497133533159892,1.4883543650309246,0.3159683980047703,0.21521628506598062,0.5447302460670471,0.08720654994249344,0.40485394188435747,0.025578628247603773
48,1,0.3513004498349296,0.34565122259987724,4.254017379548815,1.4859829876157973,0.3470463156700134,0.2550648892880417,0.5779424905776978,0.1161501407623291,0.4578864043811336,0.052243374194949864
49,1,0.32446585098902386,0.3546367701556947,4.304163376490275,1.48215471373664,0.4745219722390175,0.32833749989513306,0.8483731746673584,0.10067076981067657,0.619675587117672,0.03699941267259419
50,1,0.3388895591100057,0.3452901914715767,4.241845528284709,1.4827243487040203,0.48559989780187607,0.3534050859743729,0.8668586015701294,0.10434119403362274,0.6580323026049882,0.04877786934375763
51,1,0.32733220358689624,0.3598940339353349,4.354053854942322,1.4911824928389654,0.36316418647766113,0.2914113199803978,0.6267633438110352,0.09956502914428711,0.5343295474536717,0.04849309250712395
52,1,0.33850108583768207,0.3465622431702084,4.252864890628391,1.4843974974420335,0.387637447565794,0.2903900383040309,0.7289175987243652,0.04635729640722275,0.5709409886971116,0.009839087910950183
53,1,0.34745154281457263,0.35424093736542595,4.308537589179145,1.4780047867033217,0.3886572867631912,0.2744337700132746,0.6637080311775208,0.1136065423488617,0.5215032216161489,0.027364318410400303
54,1,0.3355337232351303,0.3417039348019494,4.206613381703694,1.4760669138696458,0.34632980823516846,0.2481580323074013,0.5693239569664001,0.12333565950393677,0.4593200072646141,0.036996057350188495
55,1,0.34453501138422227,0.3517289724614885,4.283705870310466,1.4734710190031264,0.33695297315716743,0.15003943545743822,0.5676727294921875,0.10623321682214737,0.24538243021816014,0.05469644069671631
56,1,0.37321262061595917,0.40280912154250675,4.682586166593763,1.4749114314715068,0.34293897449970245,0.18961762708495372,0.5671055912971497,0.11877235770225525,0.33893192081013696,0.040303333359770474
57,1,0.35570094651646084,0.4067406505346298,4.702399598227607,1.473994341161516,0.48291878402233124,0.345411772467196,0.8674503564834595,0.098387211561203,0.6625189810991288,0.028304563835263252
58,1,0.3593578537305196,0.3693536851141188,4.421744253900316,1.4719126290745206,0.4669967405498028,0.3219654960790649,0.8403898477554321,0.09360363334417343,0.6007998902350664,0.043131101923063395
