epoch,phase,cls_loss,box_loss,total_loss,oom_skipped,nan_skipped,steps_taken,grad_norm_backbone_stem,grad_norm_backbone_stage0,grad_norm_backbone_stage1,grad_norm_backbone_stage2,grad_norm_backbone_stage3,grad_norm_neck,grad_norm_head_level0,grad_norm_head_level1,grad_norm_head_level2,map50,map_50_95,ap50_class_0,ap50_class_1,ap50_95_class_0,ap50_95_class_1,precision_class_0,precision_class_1,recall_class_0,recall_class_1,f1_class_0,f1_class_1,tp_class_0,tp_class_1,fp_class_0,fp_class_1,fn_class_0,fn_class_1
42,1,1.009382724761963,0.7167461101825421,5.880287207089937,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.566702023429532,67.21654284393706,2.833183073676334,27.210952408480633,0.16360466554760933,0.04640163534204476,0.3155350685119629,0.011674262583255768,0.09040328105911613,0.0023999896249733864,0.1232876712328767,0.015822784810126583,1.0,0.3125,0.2195121951219512,0.030120481927710847,9,10,64,622,0,22
43,1,0.9153306575921866,0.6799350289198068,5.557177983797514,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.129476221417903,42.989764992697445,3.22971653439068,43.61385953055095,0.22792333737015724,0.06487346178510052,0.4383426904678345,0.01750398427248001,0.12543996502645313,0.004306958543747896,0.06766917293233082,0.01583710407239819,1.0,0.4375,0.1267605633802817,0.03056768558951965,9,14,124,870,0,18
44,1,0.9339403555943415,0.735466847052941,5.982971631563627,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.7564885440910696,34.046316197364845,3.4826385495665733,21.584485971897003,0.04216655157506466,0.011283284461387665,0.0555555559694767,0.02877754718065262,0.01666666679084301,0.005899902131932322,0.2,0.023310023310023312,0.1111111111111111,0.3125,0.14285714285714285,0.04338394793926248,1,10,4,419,8,22
45,1,1.0659484267234802,0.6867816081413856,5.6838363133944,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.281339185239056,49.37585497482046,3.8187611115911286,30.30191213151257,0.21431037597358227,0.06031861932133324,0.4129088521003723,0.01571189984679222,0.11711873644962907,0.0035185021930374204,0.0661764705882353,0.009142857142857144,1.0,0.25,0.12413793103448276,0.01764057331863286,9,8,127,867,0,24
46,1,0.9383825430503259,0.6986397275557885,5.708989253410926,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.55878630360342,45.720705904919974,3.3754447298208543,24.509766558247883,0.3103890446946025,0.09619746844473412,0.6061581373214722,0.014619952067732811,0.1898288644850254,0.002566072404442821,0.052941176470588235,0.011560693641618497,1.0,0.3125,0.10055865921787709,0.022296544035674472,9,10,161,855,0,22
47,1,0.8941032061210046,0.6987981062669021,5.688037432157076,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.428443314191148,51.421241196831645,3.0701756410688925,20.839508534099537,0.16841172240674496,0.05934423225444334,0.3144781291484833,0.022345315665006638,0.11232609176076949,0.006362372748117196,0.125,0.013095238095238096,1.0,0.34375,0.2222222222222222,0.02522935779816514,9,11,63,829,0,21
48,1,0.9217782066418574,0.6536596784224877,5.363336636469914,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.4542528814233076,23.535563401346955,4.478764183271393,28.699110024218136,0.37246718257665634,0.13789864818681963,0.7282828688621521,0.016651496291160583,0.27069355356507,0.0051037428085692225,0.1125,0.013801756587202008,1.0,0.34375,0.20224719101123595,0.026537997587454766,9,11,71,786,0,21
49,1,0.9500133899542001,0.6562252732423636,5.396696310776931,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.7344915370745166,30.093177272322585,3.3131803976473546,25.873595255642932,0.39975696383044124,0.0839991390130308,0.7944443821907043,0.005069545470178127,0.16671019569039344,0.0012880823356681502,0.11688311688311688,0.006051437216338881,1.0,0.25,0.20930232558139536,0.011816838995568686,9,8,68,1314,0,24
50,1,0.9534898629555335,0.719411157644712,5.87232861152062,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.28003508931068,61.140416351892696,5.810525458902342,28.165229046006765,0.26617949549108744,0.08366058607934974,0.5231006741523743,0.009258316829800606,0.16416192203760147,0.0031592501210980116,0.16326530612244897,0.008728179551122194,0.8888888888888888,0.21875,0.27586206896551724,0.016786570743405275,8,7,41,795,1,25
51,1,0.8467817948414729,0.6482583788725046,5.285328791691707,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.396127602998634,58.677083158435686,3.3551094762086233,22.822791415138393,0.38816832192242146,0.1443287247675471,0.7587844133377075,0.01755223050713539,0.283380822930485,0.005276626604609191,0.20930232558139536,0.018315018315018316,1.0,0.3125,0.3461538461538462,0.03460207612456748,9,10,34,536,0,22
52,1,0.8534307984205393,0.6330227118272048,5.174385694357065,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.2585337218455575,34.55366662855992,3.345426878072885,25.391476520588924,0.36425524204969406,0.1387960176973138,0.7159951329231262,0.012515351176261902,0.2731759585440159,0.004416076850611716,0.09574468085106383,0.00980392156862745,1.0,0.3125,0.17475728155339806,0.019011406844106463,9,10,85,1010,0,22
53,1,0.8339413037666907,0.6043314842077402,4.949456765101506,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.568754348865024,37.8076377795429,2.28867857032486,36.51163008471793,0.3728666133247316,0.1367789967192948,0.7314934730529785,0.014239753596484661,0.2701828511431813,0.0033751422954082953,0.11842105263157894,0.018691588785046728,1.0,0.3125,0.2117647058823529,0.03527336860670194,9,10,67,525,0,22
54,1,0.9020764736028818,0.6661821512075571,5.447404384613037,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.4762321581543407,29.50494531949841,3.085260128302303,32.13704934880743,0.2317660846747458,0.10831831803261593,0.4557613432407379,0.007770826108753681,0.2145061805844307,0.0021304554808011743,0.1346153846153846,0.007709251101321586,0.7777777777777778,0.21875,0.22950819672131148,0.014893617021276596,7,7,45,901,2,25
55,1,0.7761765535061176,0.6113743506945096,4.973395934471717,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.797158023321078,44.05926069428498,2.254656711120351,40.464356311372136,0.3581086443737149,0.16197625510540092,0.7032679915428162,0.012949297204613686,0.3199841625988483,0.003968347611953504,0.20930232558139536,0.01607717041800643,1.0,0.3125,0.3461538461538462,0.03058103975535168,9,10,34,612,0,22
56,1,0.9359934009038485,0.6288286951872019,5.184211840996375,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.868608669498948,48.34269610127126,3.7105026471534637,47.90664432660697,0.060398492962121964,0.013798771437723189,0.1111111119389534,0.009685873985290527,0.025000000186264516,0.0025975426891818643,0.03125,0.014571948998178506,0.2222222222222222,0.25,0.0547945205479452,0.027538726333907058,2,8,62,541,7,24
57,1,0.8547364060695355,0.6473947625893813,5.282828881190373,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.215721921779539,37.4515908627114,4.427122090090602,51.04234516534224,0.44052262511104345,0.20528031133289915,0.8642857074737549,0.016759542748332024,0.40533189959824084,0.005228723067557439,0.13432835820895522,0.01381509032943677,1.0,0.40625,0.2368421052631579,0.026721479958890033,9,13,58,928,0,19
58,1,0.8528689558689411,0.6197279347823217,5.074394042675312,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.644632233243893,31.83787486822581,3.9849463882171343,44.48592618176463,0.35517233749851584,0.1426899745420087,0.6962963342666626,0.014048340730369091,0.2807287398725748,0.004651209211442619,0.15789473684210525,0.017094017094017096,1.0,0.375,0.2727272727272727,0.03269754768392371,9,12,48,690,0,20
59,1,0.7854170065659744,0.6679358803308927,5.402227475092961,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.536439146475901,45.957502594325014,4.4121828291067535,36.72624264918235,0.3477011863142252,0.12417277910280973,0.675000011920929,0.02040236070752144,0.24258746998384595,0.0057580882217735056,0.21951219512195122,0.02743142144638404,1.0,0.34375,0.36,0.05080831408775981,9,11,32,390,0,21
60,1,0.9205201864242554,0.6215979411051824,5.122244688180777,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.097428585172661,37.789036277520125,2.3049010697428405,34.311492543613205,0.38430960942059755,0.20116395172663032,0.748869776725769,0.019749442115426064,0.397096674144268,0.0052312293089926245,0.20454545454545456,0.014059753954305799,1.0,0.25,0.339622641509434,0.026622296173044922,9,8,35,561,0,24
61,1,0.8642887610655564,0.6416810063215402,5.244751930236816,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.799380593600596,46.97954770384657,3.4659332867355697,31.624996835334805,0.32306754123419523,0.12872673089441378,0.6296296119689941,0.016505470499396324,0.2521693207323551,0.005284141056472435,0.1,0.01532033426183844,0.6666666666666666,0.34375,0.1739130434782609,0.02933333333333333,6,11,54,707,3,21
62,1,0.8002553948989282,0.5840565951970907,4.78055216715886,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.089950169549787,35.17840630882086,3.6081812388454293,39.40749601508307,0.36255958769470453,0.17830629883974325,0.7079124450683594,0.01720673032104969,0.35159738957881925,0.005015208100667223,0.11940298507462686,0.015965166908563134,0.8888888888888888,0.34375,0.2105263157894737,0.030513176144244102,8,11,59,678,1,21
63,1,0.782216374690716,0.5980041187543136,4.8761390172518215,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.7731249464450474,33.226990364147696,3.147116684495234,28.17040554172001,0.39861877262592316,0.17926271231262944,0.7777777910232544,0.01945975422859192,0.3530225072056055,0.005502917419653386,0.18,0.01808066759388039,1.0,0.40625,0.3050847457627119,0.03462050599201066,9,13,41,706,0,19
64,1,0.9671286986424372,0.6644994616508484,5.467310428619385,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.152920737533881,34.043057813413206,2.7091835567973357,33.24000327920062,0.4398606764152646,0.1740112807310652,0.8652046918869019,0.014516660943627357,0.34350876361131666,0.004513797850813716,0.16981132075471697,0.014608233731739707,1.0,0.34375,0.2903225806451613,0.02802547770700637,9,11,44,742,0,21
65,1,0.8118522534003625,0.6081055311056284,4.9667175733126125,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.264275059892729,43.17185412765623,4.151772469607237,30.219786381626534,0.40675556659698486,0.18054768181136752,0.796296238899231,0.01721489429473877,0.3563552137464285,0.004740149876306532,0.2,0.0182328190743338,1.0,0.40625,0.33333333333333337,0.0348993288590604,9,13,36,700,0,19
66,1,0.8225341255848224,0.6145057815771836,5.020060429206262,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.172408159582604,34.551280846402115,2.3996470674900543,36.327042637264064,0.42061152402311563,0.1517334673379082,0.8249999284744263,0.016223119571805,0.299104936607182,0.004361998068634421,0.1951219512195122,0.019966722129783693,0.8888888888888888,0.375,0.32,0.037914691943127965,8,12,33,589,1,20
