epoch,phase,cls_loss,box_loss,total_loss,kd_loss,map50,map_50_95,ap50_class_0,ap50_class_1,ap50_95_class_0,ap50_95_class_1,precision_class_0,precision_class_1,recall_class_0,recall_class_1,f1_class_0,f1_class_1,tp_class_0,tp_class_1,fp_class_0,fp_class_1,fn_class_0,fn_class_1
19,1,0.3255315638250775,0.43163678381178117,5.063421381844415,1.6633796294530232,0.1751818209886551,0.09278370744432322,0.3503636419773102,0.0,0.18556741488864645,0.0,0.03152364273204904,0.0,1.0,0.0,0.06112054329371816,0.0,18,0,553,28,0,27
20,1,0.34118636283609605,0.425995859834883,5.008870575163099,1.6433084739579096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,18,27
21,1,0.3636341806915071,0.4744216087791655,5.3801763322618275,1.6401971379915874,0.20267513394355774,0.07214511881466024,0.4053502678871155,0.0,0.14429023762932047,0.0,0.02455661664392906,0.0,1.0,0.0,0.04793608521970706,0.0,18,0,715,10,0,27
22,1,0.38704969816737705,0.4651198552714454,5.306319713592529,1.6243959466616313,0.21156521141529083,0.08816881328821183,0.42313042283058167,0.0,0.17633762657642366,0.0,0.02643171806167401,0.0,1.0,0.0,0.05150214592274678,0.0,18,0,663,71,0,27
23,1,0.4091357605324851,0.45333554844061535,5.222864468892415,1.6182799140612285,0.10277669876813889,0.01960412956541404,0.20555339753627777,0.0,0.03920825913082808,0.0,0.04411764705882353,0.0,1.0,0.0,0.08450704225352113,0.0,18,0,390,0,0,27
24,1,0.36958953241507214,0.4375545216931237,5.09762618276808,1.63117249806722,0.21931079286150634,0.09353649027179926,0.43729883432388306,0.0013227513991296291,0.18694070540368557,0.00013227513991296292,0.036585365853658534,0.015873015873015872,1.0,0.037037037037037035,0.07058823529411765,0.02222222222222222,18,1,474,62,0,26
25,1,0.3218495531214608,0.4133174750539992,4.859057691362169,1.5982519255744085,0.22608540952205658,0.11482407902367413,0.45217081904411316,0.0,0.22964815804734826,0.0,0.038876889848812095,0.0,1.0,0.0,0.07484407484407485,0.0,18,0,445,0,0,27
26,1,0.3627327366007699,0.43594666322072345,5.043865601221721,1.5928991701867845,0.24489744007587433,0.10646798958478029,0.48979488015174866,0.0,0.21293597916956059,0.0,0.05027932960893855,0.0,1.0,0.0,0.09574468085106383,0.0,18,0,340,82,0,27
27,1,0.33014782269795734,0.4192158944076962,4.892172204123603,1.5829790433247883,0.2612791657447815,0.10394713110581506,0.522558331489563,0.0,0.20789426221163013,0.0,0.05070422535211268,0.0,1.0,0.0,0.096514745308311,0.0,18,0,337,4,0,27
28,1,0.3483650353219774,0.4426322927077611,5.072353521982829,1.578428824742635,0.24597347201779485,0.09596782518201508,0.48761793971061707,0.0043290043249726295,0.19138327562250196,0.0005523747415281833,0.03765690376569038,0.03125,1.0,0.1111111111111111,0.07258064516129033,0.04878048780487805,18,3,460,93,0,24
29,1,0.32570160345898735,0.41168008248011273,4.830821010801527,1.5803695718447368,0.23991190688684583,0.09134999727830291,0.4766717255115509,0.003152088262140751,0.18238478573039174,0.0003152088262140751,0.03345724907063197,0.019230769230769232,1.0,0.07407407407407407,0.06474820143884892,0.03053435114503817,18,2,520,102,0,25
30,1,0.31319396446148556,0.41312824851936764,4.826167265574138,1.5711084206899006,0.33206877624616027,0.18107336673419921,0.6614920496940613,0.0026455027982592583,0.3616837704787031,0.0004629629896953702,0.046153846153846156,0.018691588785046728,1.0,0.07407407407407407,0.08823529411764706,0.029850746268656716,18,2,372,105,0,25
31,1,0.32666732950343025,0.406980241338412,4.794674820370144,1.5789894858996074,0.34014062547066715,0.19823557787458412,0.6798830032348633,0.00039824770647101104,0.3964313309785211,3.98247706471011e-05,0.0759493670886076,0.008064516129032258,1.0,0.037037037037037035,0.1411764705882353,0.013245033112582781,18,1,219,123,0,26
32,1,0.2920851864748531,0.40405187507470447,4.747663789325291,1.5712320804595947,0.29275423975195736,0.16146025630296207,0.5828696489334106,0.0026388305705040693,0.32251417939551175,0.0004063332104124129,0.05142857142857143,0.019801980198019802,1.0,0.07407407407407407,0.09782608695652174,0.03125,18,2,332,99,0,25
33,1,0.31423836284213597,0.4079824570152495,4.7599325974782305,1.5429450008604262,0.25189003377454355,0.12510778943542392,0.5027790665626526,0.0010010009864345193,0.24981517847627402,0.00040040039457380774,0.05806451612903226,0.015151515151515152,1.0,0.037037037037037035,0.10975609756097561,0.02150537634408602,18,1,292,65,0,26
34,1,0.29182880537377465,0.4031043069230186,4.709417104721069,1.5402202871110704,0.2856992040760815,0.1303147737547988,0.5634618997573853,0.007936508394777775,0.25974771324545143,0.0008818342641461641,0.038461538461538464,0.01875,1.0,0.1111111111111111,0.07407407407407407,0.03208556149732621,18,3,450,157,0,24
35,1,0.2851267034808795,0.3943754815393024,4.63145309024387,1.5310735834969416,0.10141267656581476,0.017146282968315062,0.201824352145195,0.0010010009864345193,0.03399226564069977,0.0003003002959303558,0.03680981595092025,0.006622516556291391,1.0,0.037037037037037035,0.07100591715976332,0.011235955056179775,18,1,471,150,0,26
36,1,0.2960330189930068,0.38885287278228337,4.588240835401747,1.5238277382320828,0.347669729613699,0.08781656057108193,0.6936563849449158,0.0016830742824822664,0.17529650628566742,0.0003366148564964533,0.029556650246305417,0.012269938650306749,1.0,0.07407407407407407,0.05741626794258373,0.021052631578947368,18,2,591,161,0,25
37,1,0.29520730508698356,0.3870730714665519,4.575638718075222,1.524987068441179,0.17822402901947498,0.10710728177800774,0.3502752184867859,0.006172839552164078,0.21245089508593082,0.0017636684700846673,0.06545454545454546,0.010101010101010102,1.0,0.037037037037037035,0.12286689419795223,0.015873015873015876,18,1,257,98,0,26
38,1,0.28130367563830483,0.39121667047341663,4.587884770499335,1.5131078494919672,0.33156633749604225,0.1958696747198701,0.6270954608917236,0.03603721410036087,0.38206277079880235,0.009676578640937804,0.04639175257731959,0.025477707006369428,1.0,0.14814814814814814,0.08866995073891626,0.04347826086956522,18,4,370,153,0,23
39,1,0.2860816990335782,0.3799392067723804,4.494289000829061,1.5017041630215116,0.3408672120422125,0.18336209606495685,0.6560462117195129,0.025688212364912033,0.3604455328546464,0.006278659275267273,0.04838709677419355,0.040983606557377046,1.0,0.18518518518518517,0.09230769230769231,0.06711409395973154,18,5,354,117,0,22
40,1,0.3070782009098265,0.3759991940524843,4.476661854320103,1.5031288133727179,0.37179526314139366,0.15821856070542709,0.716357409954071,0.027233116328716278,0.30986394921783356,0.0065731721930205825,0.04918032786885246,0.019455252918287938,1.0,0.18518518518518517,0.09375,0.035211267605633804,18,5,348,252,0,22
41,1,0.2877186934153239,0.37972307039631736,4.480794588724772,1.4890122612317402,0.33969757333397865,0.2073572574183345,0.6078271269798279,0.07156801968812943,0.40206713452935217,0.01264738030731678,0.04326923076923077,0.03015075376884422,1.0,0.2222222222222222,0.08294930875576036,0.053097345132743355,18,6,398,193,0,21
42,1,0.3299850109550688,0.38489413261413574,4.531401077906291,1.4797025852733188,0.31012021098285913,0.13291272909846158,0.594711184501648,0.02552923746407032,0.26109125558286905,0.0047342026140540835,0.06666666666666667,0.06363636363636363,1.0,0.25925925925925924,0.125,0.10218978102189778,18,7,252,103,0,20
43,1,0.3408982563349936,0.3999568025271098,4.663666327794393,1.4935411744647555,0.2678456660360098,0.17715923313517123,0.5171728134155273,0.018518518656492233,0.35121891275048256,0.00309955351985991,0.033210332103321034,0.02631578947368421,1.0,0.18518518518518517,0.0642857142857143,0.04608294930875576,18,5,524,185,0,22
44,1,0.3169436264369223,0.3985687891642253,4.649205128351848,1.5014673471450806,0.3393601309508085,0.18640316775417887,0.6615808606147766,0.01713940128684044,0.36819334966130557,0.004612985847052187,0.05825242718446602,0.02608695652173913,1.0,0.2222222222222222,0.11009174311926606,0.04669260700389105,18,6,291,224,0,21
45,1,0.2935910200079282,0.3893893476989534,4.545864476097955,1.478648881117503,0.36873985920101404,0.24387243324890734,0.734393298625946,0.003086419776082039,0.48743622452020646,0.0003086419776082039,0.03854389721627409,0.004032258064516129,1.0,0.037037037037037035,0.07422680412371134,0.007272727272727274,18,1,449,247,0,26
46,1,0.31726421001884675,0.3891279664304521,4.544451077779134,1.467359231577979,0.2578189317137003,0.0901106565957889,0.4735836982727051,0.04205416515469551,0.1726842504227534,0.007537062768824399,0.04580152671755725,0.023026315789473683,1.0,0.25925925925925924,0.0875912408759124,0.04229607250755287,18,7,375,297,0,20
47,1,0.30251255217525697,0.3871786312924491,4.518566873338488,1.4634708298577204,0.4241480156779289,0.2941394652356394,0.7604238390922546,0.08787219226360321,0.5538423843914643,0.03443654607981443,0.08450704225352113,0.024096385542168676,1.0,0.2962962962962963,0.15584415584415587,0.04456824512534819,18,8,195,324,0,19
48,1,0.300053467353185,0.3925151113006804,4.54821957482232,1.454329444302453,0.47992439568042755,0.13205809701466933,0.8700871467590332,0.0897616446018219,0.2404487108113244,0.02366748321801424,0.06569343065693431,0.037800687285223365,1.0,0.4074074074074074,0.12328767123287672,0.06918238993710692,18,11,256,280,0,16
49,1,0.2801515964998139,0.3777724670039283,4.431559827592638,1.458190553718143,0.3985598310828209,0.26801083140308035,0.7432568669319153,0.0538627952337265,0.5246536076650955,0.011368055141065269,0.05,0.03643724696356275,1.0,0.3333333333333333,0.09523809523809523,0.0656934306569343,18,9,342,238,0,18
50,1,0.2868599601917797,0.3925142106082704,4.542547040515476,1.4552605085902743,0.2764137568883598,0.169124455639394,0.5457666516304016,0.007060862146317959,0.3370078456471674,0.0012410656316205859,0.03488372093023256,0.019417475728155338,1.0,0.14814814814814814,0.06741573033707865,0.034334763948497854,18,4,498,202,0,23
51,1,0.26668475071589154,0.3780214885870616,4.414605379104614,1.4461019039154053,0.33972395583987236,0.2563850559294224,0.6425213813781738,0.03692653030157089,0.4986230642069131,0.014147047651931643,0.04825737265415549,0.02422145328719723,1.0,0.25925925925925924,0.09207161125319692,0.04430379746835443,18,7,355,282,0,20
52,1,0.28699987795617843,0.38215604921181995,4.45349038971795,1.4438201652632818,0.38017161935567856,0.24794761368539184,0.6516097187995911,0.10873351991176605,0.4695871082134545,0.026308119157329203,0.052941176470588235,0.046511627906976744,1.0,0.4444444444444444,0.10055865921787709,0.08421052631578947,18,12,322,246,0,15
53,1,0.2777678486373689,0.3770119614071316,4.405628601710002,1.439154929584927,0.325298935174942,0.21352471134159715,0.5362480282783508,0.1143498420715332,0.3962406039237976,0.030808818759396672,0.06315789473684211,0.043668122270742356,1.0,0.37037037037037035,0.11881188118811882,0.07812499999999999,18,10,267,219,0,17
54,1,0.2902020853426721,0.3769448283645842,4.4104554653167725,1.4382682111528184,0.2865927517414093,0.16204996744636446,0.5212540626525879,0.05193144083023071,0.3061539705377072,0.017945964355021715,0.04945054945054945,0.033582089552238806,1.0,0.3333333333333333,0.09424083769633507,0.061016949152542375,18,9,346,259,0,18
55,1,0.28870618095000583,0.37434561881754136,4.388809151119656,1.4368639124764337,0.3953000381588936,0.23293032649817177,0.755643367767334,0.034956708550453186,0.45688869150180833,0.008971961494535208,0.043373493975903614,0.023728813559322035,1.0,0.25925925925925924,0.08314087759815242,0.043478260869565216,18,7,397,288,0,20
56,1,0.31367776294549304,0.3795472996102439,4.434938192367554,1.4314946399794684,0.30336983129382133,0.19598598934244366,0.5610774159431458,0.04566224664449692,0.38121109758503735,0.010760881099849939,0.06,0.025089605734767026,1.0,0.25925925925925924,0.11320754716981131,0.0457516339869281,18,7,282,272,0,20
57,1,0.28907036781311035,0.3787694854868783,4.412915627161662,1.427609297964308,0.34568746015429497,0.22918056951602922,0.592700183391571,0.09867473691701889,0.4294003494083881,0.02896078962367028,0.05142857142857143,0.03225806451612903,1.0,0.37037037037037035,0.09782608695652174,0.05934718100890208,18,10,332,300,0,17
58,1,0.2719920120305485,0.370127538839976,4.341629942258199,1.4296773937013414,0.4161892794072628,0.281421327451244,0.7457654476165771,0.08661311119794846,0.539132547006011,0.023710107896476984,0.047872340425531915,0.038910505836575876,1.0,0.37037037037037035,0.09137055837563451,0.07042253521126761,18,10,358,247,0,17
59,1,0.2734716981649399,0.3663938028944863,4.313926471604241,1.4292370743221707,0.3625982254743576,0.22966263734269887,0.625380277633667,0.09981617331504822,0.4317898554727435,0.027535419212654233,0.05572755417956656,0.04182509505703422,1.0,0.4074074074074074,0.10557184750733138,0.07586206896551724,18,11,305,252,0,16
60,1,0.2947867098781798,0.3853173322147793,4.458667622672187,1.421394321653578,0.3673216141760349,0.2566701838048175,0.6846394538879395,0.0500037744641304,0.5006761252880096,0.012664242321625352,0.043795620437956206,0.030534351145038167,1.0,0.2962962962962963,0.08391608391608392,0.05536332179930796,18,8,393,254,0,19
61,1,0.27289805478519863,0.361430608563953,4.265697956085205,1.41851939757665,0.3931557610630989,0.22751415421662385,0.6494057178497314,0.13690580427646637,0.41571639294270424,0.03931191549054347,0.04774535809018567,0.044534412955465584,1.0,0.4074074074074074,0.09113924050632911,0.08029197080291971,18,11,359,236,0,16
62,1,0.2731904478536712,0.3851040105024974,4.443893339898851,1.4190180036756728,0.39630844444036484,0.2946408054442145,0.7240616679191589,0.06855522096157074,0.5758040368556976,0.013477574032731355,0.04774535809018567,0.036885245901639344,1.0,0.3333333333333333,0.09113924050632911,0.06642066420664207,18,9,359,235,0,18
63,1,0.27935149603419834,0.3813112626473109,4.41480114724901,1.4152909186151292,0.4178816117346287,0.2383882811293006,0.7369883060455322,0.09877491742372513,0.45019999593496324,0.026576566323637963,0.05714285714285714,0.03508771929824561,1.0,0.37037037037037035,0.1081081081081081,0.0641025641025641,18,10,297,275,0,17
64,1,0.2851756198538674,0.3902992573049333,4.485681653022766,1.415849381022983,0.43964288383722305,0.25559558487148026,0.8030429482460022,0.07624281942844391,0.48498893715441227,0.026202232588548213,0.0703125,0.039285714285714285,1.0,0.4074074074074074,0.13138686131386862,0.07166123778501629,18,11,238,269,0,16
65,1,0.28783004730939865,0.3661566707823012,4.297513445218404,1.407423390282525,0.3823474198579788,0.26578468689695,0.6748865246772766,0.08980831503868103,0.5069326922297478,0.02463668156415224,0.04245283018867924,0.03546099290780142,1.0,0.37037037037037035,0.08144796380090497,0.06472491909385114,18,10,406,272,0,17
66,1,0.2955409271849526,0.3755488081110848,4.376388629277547,1.4120020733939276,0.4521396905183792,0.3116272939660121,0.810994565486908,0.09328481554985046,0.595837627351284,0.027416960580740123,0.060810810810810814,0.03642384105960265,1.0,0.4074074074074074,0.11464968152866244,0.0668693009118541,18,11,278,291,0,16
67,1,0.28809473663568497,0.36804726554287803,4.311002916759914,1.4066010647349887,0.39395158365368843,0.2899786392226815,0.719376802444458,0.06852636486291885,0.5627994425711222,0.017157835874240846,0.060810810810810814,0.033003300330033,1.0,0.37037037037037035,0.11464968152866244,0.060606060606060594,18,10,278,293,0,17
68,1,0.2793439014090432,0.3692709257205327,4.317571057213677,1.4083671636051602,0.42378871887922287,0.3205185045255348,0.7401984930038452,0.10737894475460052,0.6110916485078632,0.029945360543206335,0.052478134110787174,0.033783783783783786,1.0,0.37037037037037035,0.0997229916897507,0.061919504643962855,18,10,325,286,0,17
69,1,0.28422077579630745,0.3715607143110699,4.328481965594822,1.3996662100156148,0.43807921558618546,0.314716883469373,0.7620170712471008,0.11414135992527008,0.5979813024401665,0.031452464498579503,0.05572755417956656,0.03355704697986577,1.0,0.37037037037037035,0.10557184750733138,0.061538461538461535,18,10,305,288,0,17
70,1,0.28453216950098675,0.36064090331395465,4.248983436160618,1.4019106427828472,0.39689705334603786,0.28417513546301054,0.7447841763496399,0.04900993034243584,0.5532425954937935,0.015107675432227552,0.05901639344262295,0.032467532467532464,1.0,0.37037037037037035,0.11145510835913314,0.059701492537313425,18,10,287,298,0,17
71,1,0.2951035549243291,0.36944631073209977,4.322798344824049,1.4043992890252008,0.41409409791231155,0.3090393868915271,0.7766289114952087,0.05155928432941437,0.6029643011686858,0.015114472614368425,0.05844155844155844,0.03460207612456748,1.0,0.37037037037037035,0.11042944785276072,0.06329113924050633,18,10,290,279,0,17
72,1,0.30089300788111156,0.3752177341116799,4.364666011598375,1.4000865750842624,0.4446593001484871,0.30962387390609364,0.7545560598373413,0.13476254045963287,0.5814188942313194,0.03782885358086787,0.054380664652567974,0.036065573770491806,1.0,0.4074074074074074,0.10315186246418338,0.06626506024096386,18,11,313,294,0,16
73,1,0.33184842268625897,0.35881564683384365,4.261742870012919,1.4047012395328946,0.44086578488349915,0.326501262045349,0.7737571001052856,0.10797446966171265,0.629149304330349,0.023853219760349022,0.05921052631578947,0.03985507246376811,1.0,0.4074074074074074,0.11180124223602485,0.07260726072607261,18,11,286,265,0,16
74,1,0.3724094033241272,0.3841168267859353,4.4859504964616566,1.4188695549964905,0.3781345384195447,0.3039041837466357,0.7354823350906372,0.020786741748452187,0.6031212422996759,0.00468712519359542,0.05,0.022132796780684104,1.0,0.4074074074074074,0.09523809523809523,0.04198473282442748,18,11,342,486,0,16
75,1,0.3340475410223007,0.3808468414677514,4.451264407899645,1.4278892940945096,0.3868841305375099,0.30874125548871234,0.7456175684928894,0.028150692582130432,0.6106057247146964,0.006876786262728274,0.05555555555555555,0.02386117136659436,1.0,0.4074074074074074,0.10526315789473684,0.045081967213114756,18,11,306,450,0,16
76,1,0.3294433338774575,0.3895404918326272,4.521736489401923,1.435461163520813,0.4092118926346302,0.3208173343940871,0.7638497948646545,0.054573990404605865,0.6280908577144146,0.01354381107375957,0.05572755417956656,0.024719101123595506,1.0,0.4074074074074074,0.10557184750733138,0.046610169491525424,18,11,305,434,0,16
77,1,0.32585664093494415,0.3889686514933904,4.510549121432835,1.430355966091156,0.4157424159348011,0.31539923322270624,0.7416818737983704,0.08980295807123184,0.612058421317488,0.018740045127924532,0.05325443786982249,0.024774774774774775,1.0,0.4074074074074074,0.10112359550561797,0.04670912951167728,18,11,320,433,0,16
78,1,0.32669325007332695,0.3794352379110124,4.437699768278334,1.42858890692393,0.39935832284390926,0.31629489581100645,0.7529572248458862,0.0457594208419323,0.6183822125196456,0.014207579102367163,0.05421686746987952,0.0234192037470726,1.0,0.37037037037037035,0.10285714285714286,0.04405286343612335,18,10,314,417,0,17
