epoch,phase,cls_loss,box_loss,total_loss,grad_norm_backbone_nir_stem,grad_norm_backbone_rgb_stem,grad_norm_backbone_stage3,grad_norm_fusion,grad_norm_neck,grad_norm_head_level0,steps_taken,grad_norm_head_level1,grad_norm_head_level2,grad_norm_backbone_stage1,nan_skipped,oom_skipped,grad_norm_backbone_stage0,grad_norm_backbone_stage2,map50,map_50_95,ap50_class_0,ap50_class_1,ap50_95_class_0,ap50_95_class_1,precision_class_0,precision_class_1,recall_class_0,recall_class_1,f1_class_0,f1_class_1,tp_class_0,tp_class_1,fp_class_0,fp_class_1,fn_class_0,fn_class_1
46,1,0.7369242830050958,0.40660417220882467,3.4179934375994914,0.9794883456834208,0.6845391723174984,1.4885151488174806,0.23362056693056193,0.7071412517737606,14.596409545307555,19.0,3.1245150938836255,59.93741970889357,2.0014349888570635,0.0,0.0,2.7091185017079296,3.150121779349374,0.5171429887413979,0.2507937838556245,1.0,0.034285977482795715,0.49583333246409894,0.005754235247150063,1.0,0.06201550387596899,1.0,0.2962962962962963,1.0,0.10256410256410256,18,8,0,121,0,19
47,1,0.6950053774021767,0.4159952824985659,3.4674672887131974,1.3553234258631919,0.9210791595533928,2.0433891721387014,0.31029462844253974,1.034000396083109,23.537611568006195,19.0,3.3448242135148547,63.38704951693863,2.7030016610989045,0.0,0.0,3.609017933733272,3.898755570252686,0.5668942257761955,0.3033102319997852,0.9970760345458984,0.13671241700649261,0.5837012603878975,0.022919203611672857,0.21951219512195122,0.015141087405368204,1.0,0.8148148148148148,0.36,0.029729729729729728,18,22,64,1431,0,5
48,1,0.7653493269069774,0.3985156980720726,3.3715424086596513,1.1929858215146998,0.8045893413176384,1.721941530545883,0.311853887168276,0.9070401333845391,15.2035972945937,19.0,4.20533713494859,54.97592536546248,2.3723488378294757,0.0,0.0,3.14482630076546,3.6694755397185497,0.13035745918750763,0.027191569074057044,0.1066666692495346,0.15404824912548065,0.010666666924953461,0.04371647122316062,0.16,0.08333333333333333,0.6666666666666666,0.3333333333333333,0.25806451612903225,0.13333333333333333,12,9,63,99,6,18
49,1,0.7649087144716366,0.4154433795326465,3.4982796891315564,1.2154486793421382,1.1798124492742628,2.0204947369642925,0.34271357105686745,0.9989413854480604,19.143797602750727,19.0,5.169325389794988,62.09724171973951,2.9229694918532,0.0,0.0,3.718803879116,4.266301929878569,0.5411368012428284,0.08494404553202912,1.0,0.08227360248565674,0.15379448544699698,0.016093605617061257,0.5142857142857142,0.050335570469798654,1.0,0.5555555555555556,0.6792452830188679,0.0923076923076923,18,15,17,283,0,12
50,1,0.7412237081978772,0.3870019779817478,3.273126682719669,1.139351867386551,0.9273954331172328,1.7415758457282973,0.2883337219109957,0.8444644550433157,15.610997432948745,19.0,3.299881100115318,56.985399114551115,2.4230527274284874,0.0,0.0,3.2696220414870085,3.679034669555473,0.18738169223070145,0.038481236132793126,0.20241950452327728,0.1723438799381256,0.034308988600969315,0.042653483664616944,0.16393442622950818,0.03695652173913044,0.5555555555555556,0.6296296296296297,0.25316455696202533,0.06981519507186859,10,17,51,443,8,10
51,1,0.7225779580908853,0.39588858026105006,3.330453334627925,1.2637482959185526,0.8811340280635112,1.768173076343479,0.29930850408248555,0.7963224844415594,16.331844768177916,19.0,3.2961419441864077,52.19487230715382,2.437679053421019,0.0,0.0,3.416464165180529,3.728520637385665,0.5575958602130413,0.2760216760565527,1.0,0.11519172042608261,0.5316345028812066,0.020408849231898785,0.4186046511627907,0.05246913580246913,1.0,0.6296296296296297,0.5901639344262295,0.09686609686609686,18,17,25,307,0,10
52,1,0.7487739070847228,0.4005165645802343,3.3782611698717684,1.3375059193034458,1.0584053841757075,2.080125540487155,0.3843568142163944,0.9610133255929512,12.846031658341605,19.0,4.676821770274289,69.62779187748656,2.7692937003078573,0.0,0.0,3.6465253670473086,4.407687697420781,0.17655397206544876,0.05271315042336937,0.21066434681415558,0.14244359731674194,0.07890152530744672,0.02652477553929202,0.04594594594594595,0.04307116104868914,0.9444444444444444,0.8518518518518519,0.08762886597938145,0.08199643493761141,17,23,353,511,1,4
53,1,0.72054311431743,0.384663947933429,3.245251164243028,1.740481835951685,0.9063342497257881,1.7459509244981284,0.30889033890070905,0.9671242140341303,24.61573565923442,19.0,5.69364725837363,46.158964835690746,3.08655358744786,0.0,0.0,4.360552629336756,4.668175581761335,0.3880268856883049,0.08700451112235896,0.6784918904304504,0.09756188094615936,0.15719640403985977,0.016812618204858153,0.3404255319148936,0.06415094339622641,0.8888888888888888,0.6296296296296297,0.4923076923076923,0.11643835616438356,16,17,31,248,2,10
54,1,0.7852389099630149,0.39801130665315165,3.3777042256819234,1.7545626953488869,1.0225742112131861,1.700259418527629,0.3130918396739517,0.8361957794582225,15.985270364888997,19.0,5.062887359980177,50.25443284706216,3.0928795421093875,0.0,0.0,4.377115767040081,4.705324317322557,0.5690245553851128,0.16546634229307527,0.9768518209457397,0.16119728982448578,0.301033947058022,0.02989873752812855,0.24324324324324326,0.07333333333333333,1.0,0.4074074074074074,0.391304347826087,0.12429378531073447,18,11,56,139,0,16
55,1,0.7729542144649738,0.3767544103635324,3.212135190899308,1.2169369763383018,0.8878332080129494,1.5793674362019736,0.28076662724553947,0.8189184244150802,17.91948685687558,19.0,3.3026879090548498,56.40600199069471,2.6158347213563764,0.0,0.0,3.3550384409348606,4.022751488928529,0.48466659896075726,0.21153610596084035,0.9321354031562805,0.037197794765233994,0.4149211633950472,0.008151048526633531,0.03805496828752643,0.08411214953271028,1.0,0.3333333333333333,0.07331975560081466,0.1343283582089552,18,9,455,98,0,18
56,1,0.7576913314091193,0.38837296314336156,3.2916428817285075,1.5367822135874953,0.9689438860666728,1.6391787744349569,0.2762681779129265,1.0054303174028731,26.75083189209721,19.0,5.287191039124813,48.42924115771182,3.040631802755075,0.0,0.0,4.162900424936556,4.4853829954913715,0.16833785735070705,0.06003375834552571,0.2929530739784241,0.043722640722990036,0.10872419774532319,0.011343318945728242,0.023289665211062592,0.03350515463917526,0.8888888888888888,0.48148148148148145,0.04539007092198582,0.06265060240963854,16,13,671,375,2,14
57,1,0.7466997886831696,0.3929815417205965,3.3207114741608903,1.3621603788958472,1.1661708918482787,2.429039716906732,0.3945830897399497,1.06482109977109,18.679301405897853,19.0,6.019778387495799,75.15282797905725,2.9143185588718032,0.0,0.0,3.795172038312264,4.682963831498498,0.5820172652602196,0.3384870013222098,1.0,0.16403453052043915,0.6402910002507269,0.03668300239369273,0.5,0.07024793388429752,1.0,0.6296296296296297,0.6666666666666666,0.12639405204460968,18,17,18,225,0,10
58,1,0.7101790699604396,0.37303564032992803,3.1528568734993807,1.141747922586515,1.1232917304437082,2.169188255963021,0.34858764654190943,0.8368116955425315,15.874789186026696,19.0,2.633888424500884,62.30443571831608,2.606142669689652,0.0,0.0,3.4093990452083336,3.974556742865593,0.5751470103859901,0.28552080295048654,1.0,0.15029402077198029,0.5424051955342293,0.028636410366743803,1.0,0.0653061224489796,1.0,0.5925925925925926,1.0,0.11764705882352941,18,16,0,229,0,11
59,1,0.7029190160132743,0.38594952346505346,3.246080933390437,1.3560373014450604,1.1572340213534305,2.114635918815404,0.38899583490395867,0.9684414967088855,19.549791289587848,19.0,5.9248469878666,59.47432439104578,2.926144709032366,0.0,0.0,4.02306538461418,4.370043670500859,0.540533222258091,0.11373878875747323,1.0,0.08106644451618195,0.209536767937243,0.017940809577703477,0.2,0.052795031055900624,1.0,0.6296296296296297,0.33333333333333337,0.09742120343839542,18,17,72,305,0,10
60,1,0.6887774765491486,0.3774266965888642,3.1750889726587244,1.1141088742019247,1.1468220376968394,2.11413298251115,0.37153697001487007,1.0560550182168702,16.86717574625796,19.0,4.887433297707199,74.89808201567983,2.763984790420716,0.0,0.0,3.7257561355639055,4.402973655582758,0.5736803784966469,0.20324609032686566,0.9920635223388672,0.15529723465442657,0.36879513529129326,0.03769704536243808,0.1935483870967742,0.05405405405405406,1.0,0.6666666666666666,0.3243243243243243,0.1,18,18,75,315,0,9
