epoch,phase,cls_loss,box_loss,total_loss,grad_norm_backbone_stage1,grad_norm_head_level3,grad_norm_backbone_stage0,grad_norm_head_level0,grad_norm_neck,steps_taken,grad_norm_backbone_stage3,oom_skipped,grad_norm_head_level2,grad_norm_backbone_stage2,grad_norm_head_level1,nan_skipped,grad_norm_backbone_stem,map50,map_50_95,ap50_class_0,ap50_class_1,ap50_95_class_0,ap50_95_class_1,precision_class_0,precision_class_1,recall_class_0,recall_class_1,f1_class_0,f1_class_1,tp_class_0,tp_class_1,fp_class_0,fp_class_1,fn_class_0,fn_class_1
32,1,1.2284872705066525,0.687945581972599,5.773835520486574,4.850386223423046,66.85405826001066,3.4759814856340454,4.361201662915953,6.117040315908836,19.0,14.829155948646935,0.0,2.2427065211692843,15.011386512134747,9.845234011721338,0.0,1.7827411991703919,0.05759741738438606,0.02465823521197308,0.11519483476877213,0.0,0.04931647042394616,0.0,0.025210084033613446,0.0,1.0,0.0,0.049180327868852465,0.0,18,0,696,2186,0,27
33,1,1.1771281272978396,0.6679581274857392,5.598250034693125,4.793233226907031,73.5482386892925,3.5595014386229065,5.899545793161699,6.368254434801031,19.0,13.770073665431918,0.0,1.4668197391279763,13.979334497954538,12.902586683514993,0.0,1.8682199472152181,0.21919448673725128,0.1191522773820907,0.43838897347450256,0.0,0.2383045547641814,0.0,0.03005008347245409,0.0,1.0,0.0,0.05834683954619124,0.0,18,0,581,2218,0,27
34,1,1.0247006762672115,0.666073263698333,5.507899806306169,4.175336888858118,76.51242591353827,3.199171433707254,5.462164686044261,6.051367189292644,19.0,14.30834712528501,0.0,1.461625853805525,15.594411727608257,7.531723800582385,0.0,1.6285938308013699,0.2695327699184418,0.10410172192678147,0.5390655398368835,0.0,0.20820344385356293,0.0,0.03680981595092025,0.0,1.0,0.0,0.07100591715976332,0.0,18,0,471,557,0,27
35,1,0.9495651939430753,0.6723547861785502,5.517443458776216,3.9471970077254515,80.01699396872543,3.145004958962543,7.460883433536582,5.735133538186603,19.0,14.968126527468629,0.0,1.884825401401192,15.574705155418968,5.102463060141625,0.0,1.5911037400599928,0.08183741569519043,0.03102717821020633,0.16367483139038086,0.0,0.06205435642041266,0.0,0.03571428571428571,0.0,1.0,0.0,0.0689655172413793,0.0,18,0,486,749,0,27
36,1,0.8784910432390265,0.6413028266381573,5.249016734393868,4.561039487889529,75.27204057998883,3.892845227517213,4.469893796460653,6.43709227244492,19.0,17.757195896874098,0.0,1.5104469093714812,17.20155068507182,4.493143709376133,0.0,1.8654636638564186,0.4070099890232086,0.14576490242034196,0.8140199780464172,0.0,0.2915298048406839,0.0,0.21176470588235294,0.0,1.0,0.0,0.34951456310679613,0.0,18,0,67,354,0,27
37,1,0.9092877225295918,0.6277005996655773,5.162398415642816,4.361921666220557,66.00476458884847,3.778472150857361,5.012176600719217,5.157283210920511,19.0,12.144280682122767,0.0,1.5642750480082286,12.034344184995575,4.248497428084328,0.0,1.8138807888255524,0.36796677112579346,0.15111565035767854,0.7359335422515869,0.0,0.3022313007153571,0.0,0.21951219512195122,0.0,1.0,0.0,0.36,0.0,18,0,64,379,0,27
38,1,0.9251901012014698,0.674065411896319,5.518085615054981,5.50732703637735,88.58993744760646,3.985923604373941,5.66292733756802,7.693425969565095,19.0,19.374503178782184,0.0,2.298923557568061,20.30447169560231,5.312951773484296,0.0,2.168500157319761,0.0694768875837326,0.029860712576191873,0.1389537751674652,0.0,0.059721425152383746,0.0,0.03501945525291829,0.0,1.0,0.0,0.06766917293233082,0.0,18,0,496,3739,0,27
39,1,1.006479962854772,0.6263114000494415,5.200575490255614,5.0602328687227125,78.6511537092498,3.341865471721812,7.4932689571722,7.29556421851142,19.0,16.247371213995297,0.0,1.7289324343657018,17.691345055488853,9.502252950821553,0.0,1.7931693402373865,0.44386518001556396,0.27172096591675654,0.8877303600311279,0.0,0.5434419318335131,0.0,0.07792207792207792,0.0,1.0,0.0,0.14457831325301204,0.0,18,0,213,488,0,27
40,1,0.9307255773125468,0.6479223416866483,5.324780340130265,4.298257188282443,64.23283343898373,3.169091124961823,5.679471179159341,5.837928048513609,19.0,14.239883247524766,0.0,1.5462937491421123,14.085968371967107,8.547221506570304,0.0,1.6792230334524454,0.48330384492874146,0.2450627511017956,0.9666076898574829,0.0,0.4901255022035912,0.0,0.05373134328358209,0.0,1.0,0.0,0.1019830028328612,0.0,18,0,317,385,0,27
41,1,1.0493760253932025,0.6555789533901859,5.441530172889297,5.697635340573129,87.25307551897046,4.086753625277512,4.509333074124041,7.815300937812811,19.0,19.93859648865174,0.0,1.4884581407878732,19.375301051166407,8.185297504065403,0.0,2.2120307026156016,0.26791661977767944,0.13202169756405055,0.5358332395553589,0.0,0.2640433951281011,0.0,0.03296703296703297,0.0,1.0,0.0,0.06382978723404255,0.0,18,0,528,2420,0,27
42,1,0.9637215228096859,0.5826501685219843,4.851737035287393,5.677269801429071,105.18314314938466,4.439498798846458,5.163721449466423,7.9769978769069105,19.0,21.654387055957063,0.0,1.6276018036723994,20.22855802010808,4.26707615771308,0.0,2.1974102225133616,0.23504750430583954,0.07300187018699944,0.4700950086116791,0.0,0.14600374037399888,0.0,0.06772908366533864,0.0,0.9444444444444444,0.0,0.12639405204460966,0.0,17,0,234,535,1,27
43,1,0.8120870231776625,0.5016345850921966,4.168302908137038,5.840325044820898,113.33750606178711,4.5470868482746996,6.806036038621957,7.958499204192546,19.0,21.14121698160856,0.0,1.8819419979987857,19.2887722200381,1.7861438740272493,0.0,2.246953577822027,0.472345232963562,0.23597148389089853,0.944690465927124,0.0,0.47194296778179706,0.0,0.2222222222222222,0.0,1.0,0.0,0.3636363636363636,0.0,18,0,63,720,0,27
44,1,0.8856695930700045,0.5843204859946225,4.825238413101918,5.673754911395034,118.12084938902063,4.206809110556269,5.415777166662687,9.064092410270774,19.0,24.220011805908506,0.0,2.393179042877464,21.924817693087384,1.1566837758274382,0.0,2.0902694818833525,0.5,0.28125455845147374,1.0,0.0,0.5625091169029475,0.0,0.08035714285714286,0.0,1.0,0.0,0.14876033057851243,0.0,18,0,206,406,0,27
45,1,0.9282683174352389,0.552991845317789,4.611572988935419,4.786721635391268,99.11776344327394,3.2235776090465222,8.700604076541513,7.6329209646109,19.0,19.247925570045794,0.0,1.8027589653525644,19.385693733201443,1.576229872829486,0.0,1.833702107416224,0.4397803544998169,0.18904940151842312,0.8795607089996338,0.0,0.37809880303684623,0.0,0.03854389721627409,0.0,1.0,0.0,0.07422680412371134,0.0,18,0,449,308,0,27
46,1,0.8583789314772632,0.5145929920915011,4.288636900283195,4.264275390556031,103.77313467735115,3.0194668003196328,6.548901318983222,6.301141742781796,19.0,16.16817233396699,0.0,1.5154078690121815,17.543011362554275,1.610622096161847,0.0,1.6396812499609112,0.4696162939071655,0.2636045377701521,0.939232587814331,0.0,0.5272090755403042,0.0,0.17142857142857143,0.0,1.0,0.0,0.2926829268292683,0.0,18,0,87,207,0,27
47,1,0.7857264666943937,0.4898197368995563,4.066511234721622,4.523923596678845,117.14200912723255,3.3100458127446912,4.529807372192816,7.541362260622439,19.0,20.038188103218843,0.0,1.7127280355299956,18.70685876240508,1.4327862555655593,0.0,1.7905165450686364,0.40949875116348267,0.27313850438222287,0.8189975023269653,0.0,0.5462770087644457,0.0,0.1782178217821782,0.0,1.0,0.0,0.3025210084033613,0.0,18,0,83,400,0,27
48,1,0.8801355615660951,0.5546478484127972,4.599926653746012,4.783715025570205,103.15556608908568,3.5365141481168947,4.8872748074988035,7.880168658453459,19.0,21.06648487191088,0.0,2.1323204985740483,21.568208692291126,1.3785855709179102,0.0,1.9022607633657005,0.37011486291885376,0.1831880916841328,0.7402297258377075,0.0,0.3663761833682656,0.0,0.21951219512195122,0.0,1.0,0.0,0.36,0.0,18,0,64,1125,0,27
49,1,0.809685818246893,0.5509196376881084,4.536740211216179,5.609794796176875,125.03315837952891,3.964786982546964,4.9986814083357425,8.283145068621824,19.0,22.06287582643982,0.0,1.6143071527168311,21.182768657232995,1.3651105545113622,0.0,2.1817400942040837,0.4702380895614624,0.3646843355265446,0.9404761791229248,0.0,0.7293686710530892,0.0,0.11612903225806452,0.0,1.0,0.0,0.20809248554913296,0.0,18,0,137,876,0,27
50,1,0.844828724861145,0.5392825352783138,4.4670333604554875,4.183105868737529,82.52689971813717,3.084215544932156,5.784754392661543,6.22306984439856,19.0,15.517560806534448,0.0,2.1971893791160815,13.953745815393198,1.0100326797040666,0.0,1.6159788339672212,0.5,0.4079938255250454,1.0,0.0,0.8159876510500907,0.0,0.11842105263157894,0.0,1.0,0.0,0.2117647058823529,0.0,18,0,134,266,0,27
51,1,0.8283868379689552,0.5192422200296376,4.308510079577163,6.349516286199996,120.26148239474252,4.546856273640549,5.619790234916334,10.170904938882094,19.0,27.299851470126068,0.0,1.9682015990449473,23.415962080845777,1.1082063337751016,0.0,2.5639405588570816,0.4083961248397827,0.1651387687132228,0.8167922496795654,0.0,0.3302775374264456,0.0,0.23684210526315788,0.0,1.0,0.0,0.38297872340425526,0.0,18,0,58,604,0,27
52,1,0.8670578002929688,0.5873121413830165,4.838369952665793,5.254368432719906,98.54773728740454,3.8323604224709285,6.049586663089888,8.11794806875149,19.0,21.81117210551247,0.0,1.9540922246174794,21.13710419865103,1.5953313679357217,0.0,2.097026242239116,0.29830387234687805,0.1647110678255558,0.5966077446937561,0.0,0.3294221356511116,0.0,0.05099150141643059,0.0,1.0,0.0,0.09703504043126684,0.0,18,0,335,158,0,27
53,1,0.7914168133928969,0.5207576052965345,4.301390452964886,4.272793460270292,87.90131508481835,3.3105052396315484,4.9892532734691,6.9551845003168395,19.0,18.07793472356607,0.0,1.9751233248594193,17.16467165672686,2.3706549717931225,0.0,1.5865321087724218,0.46746909618377686,0.3941454738378525,0.9349381923675537,0.0,0.788290947675705,0.0,0.2465753424657534,0.0,1.0,0.0,0.39560439560439553,0.0,18,0,55,316,0,27
54,1,0.773832124230024,0.47596831780833165,3.956678433998211,4.668850318409144,103.22435617696023,3.5605213667909696,4.4581343956549055,6.844603750590686,19.0,18.36449955246186,0.0,2.319241073956407,17.01826262546481,1.48542443328079,0.0,1.8175916283244489,0.40637797117233276,0.3226397891063243,0.8127559423446655,0.0,0.6452795782126486,0.0,0.375,0.0,1.0,0.0,0.5454545454545454,0.0,18,0,30,241,0,27
55,1,0.7848062046073578,0.4563309572435714,3.8148852957261576,5.610681406951099,124.29146276607847,4.310837373600134,5.255584664506368,9.856174940291847,19.0,26.836602433472383,0.0,1.1361975164632998,22.22382095088606,1.6157384405059951,0.0,2.1729387092313464,0.38037049770355225,0.30440737134194934,0.7607409954071045,0.0,0.6088147426838987,0.0,0.17142857142857143,0.0,1.0,0.0,0.2926829268292683,0.0,18,0,87,660,0,27
56,1,0.7482016128865449,0.4828844157022399,3.995733916759491,6.048821711504443,133.27843637976073,4.503966860103018,3.9567636478855346,10.313439105754403,19.0,28.71223939622324,0.0,1.692300978536904,22.979625625525593,1.561081363101076,0.0,2.418611848561865,0.47421795129776,0.29584740176796914,0.94843590259552,0.0,0.5916948035359383,0.0,0.13533834586466165,0.0,1.0,0.0,0.23841059602649003,0.0,18,0,115,838,0,27
57,1,0.7476074651286408,0.48495623106892044,4.0109754720249695,5.842320822791585,117.023693712468,4.254591236314289,5.03979839273803,9.786719104844128,19.0,26.396756696481905,0.0,1.347330798474368,22.220526685589057,1.2042632476227066,0.0,2.2556221048717093,0.47797417640686035,0.19033816097653472,0.9559483528137207,0.0,0.38067632195306944,0.0,0.2222222222222222,0.0,1.0,0.0,0.3636363636363636,0.0,18,0,63,552,0,27
58,1,0.7624535155860154,0.49213790269316854,4.072261037053289,4.724885524553238,117.22632714911634,3.585354527939775,5.075794206422309,7.921664436049414,19.0,20.82541200585422,0.0,2.5635781244763525,17.099015046935584,1.4527432660440949,0.0,1.8490948405532739,0.39629697799682617,0.19851596094667912,0.7925939559936523,0.0,0.39703192189335823,0.0,0.2073170731707317,0.0,0.9444444444444444,0.0,0.33999999999999997,0.0,17,0,65,618,1,27
59,1,0.8550442714948912,0.5634719272320335,4.653561545384897,6.162092183279361,127.05136598709018,4.510674299617048,3.777504091982736,10.020905777763703,19.0,27.32737001103937,0.0,1.9899977488155796,25.35061404391795,1.1839445347560764,0.0,2.5931356952157376,0.4647819995880127,0.37309415568597615,0.9295639991760254,0.0,0.7461883113719523,0.0,0.09944751381215469,0.0,1.0,0.0,0.18090452261306533,0.0,18,0,163,497,0,27
60,1,0.7575135698189607,0.5324531829840428,4.372155671184127,5.628592681721976,127.70346332475408,4.016910395530215,3.9291567781062096,10.495555056491368,19.0,28.693242494060097,0.0,1.6616452003079314,24.622798739459345,1.0331456798373635,0.0,1.858666509317243,0.4515151381492615,0.1543683866970241,0.903030276298523,0.0,0.3087367733940482,0.0,0.18181818181818182,0.0,1.0,0.0,0.3076923076923077,0.0,18,0,81,602,0,27
61,1,0.7311779010940243,0.5013596127564842,4.1257860273928255,4.653257439862272,107.02457475741404,3.7533324279738896,5.41513218805957,9.012545928688462,19.0,23.845219088145857,0.0,1.5143151693102734,20.162006322466734,1.0983968432793298,0.0,1.8160123676738598,0.46047845482826233,0.3138739890884608,0.9209569096565247,0.0,0.6277479781769216,0.0,0.1565217391304348,0.0,1.0,0.0,0.27067669172932335,0.0,18,0,97,365,0,27
62,1,0.7561689744124541,0.4756804849650409,3.9456881276659064,5.574983305094031,135.79981098590494,4.423483631212743,5.950654392287079,11.329926859607601,19.0,30.966532109241722,0.0,1.5629262166233895,24.5829583528288,1.3002830618535932,0.0,2.399878416479312,0.45188555121421814,0.289965306664817,0.9037711024284363,0.0,0.579930613329634,0.0,0.1565217391304348,0.0,1.0,0.0,0.27067669172932335,0.0,18,0,97,330,0,27
63,1,0.8234409105938834,0.49668632216147474,4.136867850213437,4.628182390172548,112.23660368403685,3.910220132793154,5.38854844817906,8.846977973236232,19.0,24.330873895783835,0.0,1.423033508130891,19.978515187568227,1.2818289473139357,0.0,1.9986063535341194,0.425624281167984,0.14953390447190032,0.851248562335968,0.0,0.29906780894380064,0.0,0.11464968152866242,0.0,1.0,0.0,0.2057142857142857,0.0,18,0,139,375,0,27
