epoch,phase,cls_loss,box_loss,total_loss,map50,map_50_95,ap50_class_0,ap50_class_1,ap50_95_class_0,ap50_95_class_1
1,1,1.7910927401648626,0.9043815036614736,7.678407642576429,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1.086609701315562,0.5768270360098945,4.869507630666097,0.0029145076405256987,0.0003852788813674124,0.005829015281051397,0.0,0.0007705577627348248,0.0
3,1,1.0887440310584173,0.5352882146835327,4.559033619032966,0.0005229250527918339,6.372368952725082e-05,0.0010458501055836678,0.0,0.00012744737905450164,0.0
4,1,1.0579279197586908,0.530630585220125,4.508693350685967,0.015199257992208004,0.0034767223231028767,0.030398515984416008,0.0,0.0069534446462057534,0.0
5,1,1.131171594063441,0.49990919563505387,4.314904795752631,0.06989412754774094,0.022776317701209338,0.0986238420009613,0.04116441309452057,0.03499590936116874,0.010556726041249931
6,1,0.9887572162681155,0.49922797083854675,4.238588412602742,0.08053714595735073,0.01028562017600052,0.1300702691078186,0.03100402280688286,0.01447250769706443,0.006098732654936612
7,1,0.998385962512758,0.5054895513587527,4.290364649560717,0.12947828229516745,0.04920145679498091,0.2301986813545227,0.028757883235812187,0.09142608065158128,0.00697683293838054
8,1,0.9815149075455136,0.5182279613282945,4.377467142211066,0.011128624388220487,0.004942639673754456,0.022199468687176704,5.778008926426992e-05,0.009879501338582486,5.778008926426992e-06
9,1,0.9430936806731753,0.4972468233770794,4.200898038016425,0.0028245244175195694,0.00037559605079877655,0.0006070318631827831,0.005042016971856356,6.0703186318278315e-05,0.0006904889152792748
10,1,0.9133519298500485,0.5004251483413908,4.20986462963952,0.025313067249953747,0.007777456945041195,0.032486069947481155,0.018140064552426338,0.010320225276518612,0.005234688613563776
11,1,0.8503453267945184,0.47300809456242454,3.9727333784103394,0.15008171647787094,0.06046090322779492,0.22208839654922485,0.07807503640651703,0.09615238758269698,0.024769418872892857
12,1,0.84828692012363,0.4631248530414369,3.8975798818800182,0.018255475908517838,0.004512127563430113,0.021749522536993027,0.014761429280042648,0.007089058963174466,0.0019351961636857595
13,1,0.8654003341992696,0.4814067880312602,4.043251037597656,0.06216713413596153,0.010488458181498572,0.02023956924676895,0.10409469902515411,0.003918254363816232,0.017058661999180914
14,1,0.8606826596789889,0.4782120966249042,4.016932063632542,0.017902251332998276,0.0031647367410187143,0.0,0.03580450266599655,0.0,0.006329473482037429
