epoch,phase,cls_loss,box_loss,total_loss,grad_norm_backbone_stage2,grad_norm_backbone_stage0,oom_skipped,nan_skipped,grad_norm_backbone_stage1,grad_norm_backbone_rgb_stem,grad_norm_fusion,steps_taken,grad_norm_head_level1,grad_norm_head_level0,grad_norm_backbone_stage3,grad_norm_backbone_nir_stem,grad_norm_head_level2,grad_norm_neck,map50,map_50_95,ap50_class_0,ap50_class_1,ap50_95_class_0,ap50_95_class_1,precision_class_0,precision_class_1,recall_class_0,recall_class_1,f1_class_0,f1_class_1,tp_class_0,tp_class_1,fp_class_0,fp_class_1,fn_class_0,fn_class_1
11,1,0.9830603873407519,0.6597222564993678,5.439447100098069,6.353914557672146,4.461185183336806,0.0,0.0,4.4000002609218765,0.9151564587878949,0.4330784669714802,19.0,6.364267165558068,20.38380328453079,1.8464581111231948,1.8303143470536867,22.22324674013411,1.222385575336944,0.0030555555131286383,0.0005370370345190167,0.0,0.0061111110262572765,0.0,0.0010740740690380335,0.0,0.030303030303030304,0.0,0.07407407407407407,0.0,0.04301075268817204,0,2,2,64,18,25
12,1,0.9049995316041483,0.6383686299259598,5.2402645059534025,5.804033140386827,3.758885548370894,0.0,0.0,3.618111634551187,1.2399678648370835,0.4513096029342806,19.0,3.863636031357289,21.69712847989503,1.8379038772785987,1.46365919638149,30.089984029841457,1.5357988612013123,0.016353372484445572,0.0043514696997590365,0.0,0.032706744968891144,0.0,0.008702939399518073,0.0,0.028481012658227847,0.0,0.6666666666666666,0.0,0.05462822458270105,0,18,23,614,18,9
13,1,0.898058659321553,0.6010312800471848,4.956763934444737,5.662023908567016,3.7367033639668588,0.0,0.0,3.489211338168299,1.164353029089554,0.4120666230370185,19.0,4.563223125167294,20.287044226517068,1.6041796269875235,1.4108325416634337,32.25459342469835,1.5021415055415368,0.03222047910094261,0.007486329207313247,0.0,0.06444095820188522,0.0,0.014972658414626494,0.0,0.0347985347985348,0.0,0.7037037037037037,0.0,0.06631762652705062,0,19,21,527,18,8
14,1,0.8324140229740659,0.5244575493239068,4.349638639269648,5.6781176762822785,3.5798498204643137,0.0,0.0,3.057880147550365,1.0074005048055434,0.5855120861492352,19.0,4.68934657680835,14.09864606969476,1.841458148302931,1.3957004177703398,39.31634907677219,1.594414300240614,0.5656027048826218,0.22618245769990608,1.0,0.13120540976524353,0.4145370406797156,0.03782787472009659,0.07531380753138076,0.02666666666666667,1.0,0.5925925925925926,0.14007782101167315,0.05103668261562999,18,16,221,584,0,11
15,1,0.8712014515657682,0.5066378821392317,4.23538481544804,6.2335207130715125,4.374760396149531,0.0,0.0,4.307002722857813,1.1645387256089434,0.47700494361615947,19.0,4.626129556355844,18.120025037116974,1.9733538956785608,1.7093174165825964,53.336320292926736,1.8385687916735682,0.006651377771049738,0.0008503229706548155,0.0,0.013302755542099476,0.0,0.001700645941309631,0.0,0.007352941176470588,0.0,0.1111111111111111,0.0,0.013793103448275862,0,3,32,405,18,24
16,1,0.9330878386626372,0.5704377756730931,4.744827235067213,7.082423687288085,4.6718352187732854,0.0,0.0,4.286838391073427,1.3232497066575204,0.46401791142278376,19.0,8.655519759801416,23.46880423813633,1.8832322375220745,1.734149851266462,56.60089981027741,2.056474828571995,0.047345373779535294,0.007670762998895952,0.0,0.09469074755907059,0.0,0.015341525997791905,0.0,0.03298350824587706,0.0,0.8148148148148148,0.0,0.06340057636887608,0,22,2052,645,18,5
17,1,0.8735463764216449,0.5222317681119248,4.353511472006102,6.135403489251628,4.141784135920773,0.0,0.0,3.9111987297325657,0.9630453599070502,0.5160287602451591,19.0,1.9814063987650303,21.04079467720206,2.022548664869047,1.5734030397438714,64.29389512997307,1.6473145529015476,0.0038399603217840195,0.0008082497253781185,0.0,0.007679920643568039,0.0,0.001616499450756237,0.0,0.05084745762711865,0.0,0.1111111111111111,0.0,0.06976744186046512,0,3,30,56,18,24
18,1,0.8890106831047986,0.5102446441714829,4.271340176865861,4.919734548165078,3.4411647041411775,0.0,0.0,3.192373633176813,0.8464877686174704,0.41911389394258547,19.0,8.063937207917371,17.451429514384166,1.8759277752840793,1.283058793803474,48.85322643504722,1.3938417117071586,0.05709145404398441,0.006510832597268745,0.10504426807165146,0.009138640016317368,0.010617805493529886,0.0024038597010076048,0.1836734693877551,0.03125,0.5,0.1111111111111111,0.26865671641791045,0.04878048780487805,9,3,40,93,9,24
19,1,0.8681823667642232,0.5146066055104539,4.293640702157407,5.8283579961068,3.8548324759620507,0.0,0.0,3.740634198879215,0.8315499542070465,0.4883816895958625,19.0,1.5640215221113296,22.1695840802155,2.182687968220331,1.6116519442545463,64.4925830989512,1.6632684960032935,0.055180296301841736,0.013208728455356322,0.0,0.11036059260368347,0.0,0.026417456910712643,0.0,0.039711191335740074,0.0,0.4074074074074074,0.0,0.07236842105263158,0,11,25,266,18,16
20,1,0.8231382176682756,0.5084778567826426,4.225153051518105,5.731595802101262,3.7601077402443543,0.0,0.0,3.451377635911406,0.8382649540739002,0.49876620937110144,19.0,4.615496135770691,19.59399836645924,2.5110056114351647,1.586967869202869,73.60800498540416,1.7199268357399269,0.3957379199564457,0.1305120249191532,0.6962292790412903,0.0952465608716011,0.24190254346467555,0.019121506373630838,0.34615384615384615,0.053475935828877004,1.0,0.37037037037037035,0.5142857142857142,0.09345794392523364,18,10,34,177,0,17
21,1,0.8586239641582644,0.477999354939203,4.014307150969634,5.423914911301986,3.516700117244047,0.0,0.0,3.1896145024016436,0.9082468833821234,0.5215621421814327,19.0,4.925061051912873,19.22259681295312,2.3786019090991184,1.363183845747617,53.87169806067307,1.5669072330829257,0.08760520815849304,0.016240115551045164,0.0,0.17521041631698608,0.0,0.03248023110209033,0.0,0.019762845849802372,0.0,0.7407407407407407,0.0,0.0384985563041386,0,20,3314,992,18,7
22,1,0.8621725476271397,0.4655965059190183,3.923060075656788,5.353733963810617,3.3668814963750626,0.0,0.0,2.785916232834767,1.0670444935243548,0.476525559810014,19.0,7.2986726877396535,18.80113114821907,2.3724603377837044,1.0710305817578274,54.98030842694349,1.3151977984517123,0.5879173427820206,0.16950672947568818,0.9941520690917969,0.18168261647224426,0.31181983957067133,0.02719361938070506,0.1978021978021978,0.04392764857881137,1.0,0.6296296296296297,0.3302752293577982,0.08212560386473429,18,17,73,370,0,10
23,1,0.8338864832311064,0.48726178202274684,4.07140660608137,4.700916903248438,3.102548648694135,0.0,0.0,2.7820007068512824,0.8274590877257506,0.4747392459123024,19.0,5.472589415698752,19.101985148552593,2.163807140385415,1.0705292240353566,65.97127824301117,1.4373324264917715,0.5751476660370827,0.11168597317300737,1.0,0.15029533207416534,0.1885480907279998,0.03482385561801493,0.3050847457627119,0.04807692307692308,1.0,0.37037037037037035,0.4675324675324675,0.08510638297872342,18,10,41,198,0,17
24,1,0.804473340108588,0.4774941081130827,3.9834424837215527,4.859915073720518,3.0175626279095766,0.0,0.0,2.8230253372560767,0.8861208101734053,0.4898500505446936,19.0,3.640644812266884,15.448152941501004,2.3800200942303786,1.1010103148938584,68.3025484059337,1.4886834164729634,0.5503407791256905,0.21608907440677286,1.0,0.10068155825138092,0.40620370469987394,0.02597444411367178,0.03169014084507042,0.01593625498007968,1.0,0.2962962962962963,0.06143344709897611,0.030245746691871456,18,8,550,494,0,19
25,1,0.7677757154042656,0.4638564733637346,3.8628113849742993,5.245986626931227,3.333863431987216,0.0,0.0,2.9953275230672207,0.9191973185702674,0.4634939307520301,19.0,2.7260478399388015,20.048457906625437,1.9958222917222874,1.1757337697463475,77.70751945840085,1.620541336226035,0.48482728004455566,0.20470582451671362,0.9696545600891113,0.0,0.40941164903342725,0.0,0.5294117647058824,0.0,1.0,0.0,0.6923076923076924,0.0,18,0,16,135,0,27
26,1,0.9240519408438657,0.5131695929008562,4.31079793137473,4.931172042583331,3.286430667060978,0.0,0.0,2.8695934091724977,0.7356927056324428,0.462109226289107,19.0,4.382090710502143,21.478608706627455,2.1066851083129454,1.2913444661606437,79.03114277358415,1.5039155022973738,0.578353650867939,0.2636265503067989,1.0,0.156707301735878,0.4986725675407797,0.02858053307281807,0.005131128848346636,0.013009540329575022,1.0,0.5555555555555556,0.01020986954055587,0.025423728813559324,18,15,3490,1138,0,12
27,1,0.8505039426523286,0.4618185104147808,3.8888907819180876,5.565242014881745,3.8406064137858893,0.0,0.0,3.1894705327783512,0.8617305692457408,0.41736345523179585,19.0,3.805559293722883,20.433977984619123,1.9069873058014217,1.41599335310615,63.930879523441895,1.4040960815699077,0.5105065945535898,0.2068047182605369,1.0,0.02101318910717964,0.41058460660278795,0.0030248299182858316,0.9,0.041474654377880185,1.0,0.3333333333333333,0.9473684210526316,0.07377049180327869,18,9,2,208,0,18
28,1,0.7742488537285779,0.4858527916508752,4.031020348136489,4.930313167133752,3.4646792857605857,0.0,0.0,2.844120003835421,0.8084103141436346,0.38009489710574546,19.0,3.599917999748066,19.508294938589877,1.7216748620083018,1.2685441423083714,61.566445817314445,1.2572112307780425,0.035929713398218155,0.010201397771015763,0.0,0.07185942679643631,0.0,0.020402795542031525,0.0,0.017857142857142856,0.0,0.25925925925925924,0.0,0.03341288782816229,0,7,382,385,18,20
29,1,0.7688521448824857,0.4854347051398174,4.025186377602655,4.53851332966887,3.211682683794688,0.0,0.0,2.7237329955828744,0.7963209948900506,0.41777912586011334,19.0,2.4449605833553,16.7781111713729,1.8291702482396353,1.1439646477191603,65.6235255669269,1.596051793048435,0.5630820021033287,0.11002081494661979,0.9290122985839844,0.19715170562267303,0.18905209759250283,0.030989532300736755,0.7391304347826086,0.03235294117647059,0.9444444444444444,0.8148148148148148,0.8292682926829269,0.062234794908062246,17,22,6,658,1,5
30,1,0.7782595447591834,0.4390557950010171,3.6820482547218734,4.064857841105915,2.8547387074328143,0.0,0.0,2.4705762415082635,0.7613965002387157,0.4015267532736809,19.0,3.6636464305623413,14.138580400073629,1.9347423297721713,1.0047111277837963,52.1399477815741,1.2904766555867648,0.5449135787785053,0.2956386628560722,0.97076016664505,0.1190669909119606,0.5572401143610477,0.03403721135109663,0.75,0.02967359050445104,1.0,0.37037037037037035,0.8571428571428571,0.054945054945054944,18,10,6,327,0,17
31,1,0.8492093561468897,0.46755385016267365,3.9312585576160535,4.729431787567125,3.5301968227580844,0.0,0.0,3.0519572234096235,0.9848391256798794,0.3946484094525394,19.0,4.146156837014975,17.132112972250166,1.917014623513969,1.2294333069587708,53.28202881106848,1.3863026608761388,0.5088477358222008,0.20174897303804756,1.0,0.01769547164440155,0.4000823084264994,0.0034156376495957375,0.4,0.005555555555555556,1.0,0.1111111111111111,0.5714285714285715,0.010582010582010583,18,3,27,537,0,24
32,1,0.8149737961388923,0.4572997930887583,3.8372353460337663,6.066324674731848,4.237645624456465,0.0,0.0,3.666260584228733,1.327824611788335,0.44150625530368576,19.0,7.175999300682653,20.34273327146803,1.7962243344438806,1.4421785185225355,53.68657032856723,1.2980033046907422,0.023148149251937866,0.00314814830198884,0.04629629850387573,0.0,0.00629629660397768,0.0,0.013404825737265416,0.0,0.2777777777777778,0.0,0.02557544757033248,0.0,5,0,368,11,13,27
33,1,0.8008553885124825,0.4801327195521948,4.00142308827993,4.745846536840221,3.262360405178099,0.0,0.0,2.6981208304857276,0.8899849093777609,0.37573289359760886,19.0,3.7897356374191715,16.213281264906342,1.6508759821971026,1.2046229734670442,55.80379526260764,1.1005653224318044,0.5437837019562721,0.23616248938487844,1.0,0.08756740391254425,0.4582537293666974,0.014071249403059483,0.18,0.008784773060029283,1.0,0.2222222222222222,0.3050847457627119,0.016901408450704227,18,6,82,677,0,21
34,1,0.8268806680634215,0.4473748027875617,3.7687513538309045,4.956480973955273,3.4920109241172628,0.0,0.0,3.0399474491464487,0.9466159366791771,0.3864664466609552,19.0,6.318016614944037,19.68508037020487,1.637875859752861,1.359758594139768,58.505222357231766,1.1319276745633382,0.06944295018911362,0.011952607259445358,0.0,0.13888590037822723,0.0,0.023905214518890716,0.0,0.0310391363022942,0.0,0.8518518518518519,0.0,0.05989583333333334,0,23,90,718,18,4
35,1,0.8110028763075132,0.43845188980166977,3.69389059736922,4.646991367348869,3.2553089377983544,0.0,0.0,2.731806607896421,0.7968241679861572,0.48030598777295136,19.0,5.935973205343249,13.565341308593776,2.0321402908651325,1.2008151120742223,64.06348912640276,1.410440825057858,0.547318771481514,0.12370052115875296,0.886961817741394,0.2076757252216339,0.20635203840211033,0.041049003915395586,0.5,0.02875399361022364,1.0,0.6666666666666666,0.6666666666666666,0.055130168453292494,18,18,18,608,0,9
36,1,0.7762225620649956,0.4420471354513555,3.7034647964142464,4.788198096399317,3.3892761398914435,0.0,0.0,2.9359035496042662,1.1092970461692853,0.5474683465185333,19.0,3.1594468457317504,11.215953954811617,2.6682444550806244,1.1567452287924422,58.69604511035715,1.491371741758821,0.06725974753499031,0.012599914515885758,0.023653633892536163,0.11086586117744446,0.0030326245818287135,0.0221672044499428,0.019753086419753086,0.039316239316239315,0.4444444444444444,0.8518518518518519,0.03782505910165484,0.07516339869281045,8,23,397,562,10,4
37,1,0.8010164728841266,0.4647902846336365,3.886435354078138,4.234239379157798,2.979127857788336,0.0,0.0,2.6968267050127515,0.9399047123340907,0.3353080783124228,19.0,4.137390261706934,16.163488481536923,1.7699207232553271,1.0712800915964091,56.799876405159566,1.143088594465099,0.3261518143117428,0.09281486816471443,0.5992407202720642,0.053062908351421356,0.17276137985754758,0.012868356471881271,0.07114624505928854,0.02826379542395693,1.0,0.7777777777777778,0.13284132841328414,0.05454545454545454,18,21,235,722,0,6
38,1,0.7352442970952472,0.4150025314978651,3.480141141930142,3.8207993592792437,2.691108611310162,0.0,0.0,2.379747392166031,0.7862834510623781,0.37070176006971084,19.0,4.3568552851979625,12.079162126850912,1.9949671353176675,0.8932541654349904,64.8289664388139,1.210065192670848,0.23282694816589355,0.039627432511770165,0.3086419999599457,0.15701189637184143,0.033950619772076605,0.045304245251463725,0.2631578947368421,0.03278688524590164,0.5555555555555556,0.5185185185185185,0.35714285714285715,0.06167400881057268,10,14,28,413,8,13
39,1,0.7609021679775135,0.46361363518076976,3.857553374122929,4.605391115692067,3.0398579588457344,0.0,0.0,2.6571453927200577,0.8401898797813672,0.3396435336955593,19.0,6.548249541810714,17.84264490805163,1.6937849176507889,1.0872438222842515,58.91036798056306,1.2785420472088422,0.5425372943282127,0.22774458348867482,1.0,0.08507458865642548,0.43670512475073336,0.018784042226616292,0.13740458015267176,0.043478260869565216,1.0,0.8518518518518519,0.24161073825503357,0.08273381294964029,18,23,113,506,0,4
40,1,0.7635697106251845,0.41920293223213506,3.5258068522891484,4.179351907999132,2.954667433173076,0.0,0.0,2.4165827814891365,0.7737010616847732,0.3691233127186167,19.0,4.889589550595096,14.126788565761085,2.0095160997552215,1.0451413884546965,59.34460288765378,1.1103923572194248,0.5464811287820339,0.3073615601941128,1.0,0.09296225756406784,0.5917639272287488,0.022959193159476855,0.72,0.03283582089552239,1.0,0.8148148148148148,0.8372093023255813,0.06312769010043041,18,22,7,648,0,5
41,1,0.7971251538476428,0.4660121568956891,3.893653761696171,5.024606352674631,3.6907536339625735,0.0,0.0,3.0345592580264134,1.0219351030843127,0.35511089691353276,19.0,5.425762699594767,16.4709544071008,2.0124339256376254,1.2172180773306898,52.3545049543797,1.0727025121958753,0.565220795571804,0.2764716673176736,1.0,0.1304415911436081,0.5157033861614764,0.03723994847387076,0.024128686327077747,0.02582496413199426,1.0,0.6666666666666666,0.04712041884816753,0.049723756906077346,18,18,728,679,0,9
42,1,0.7942336157367036,0.4610829999720728,3.855239310780087,3.8784460046393323,2.8003191796655167,0.0,0.0,2.2570445897118656,0.9770856872812839,0.32811030959946036,19.0,4.923682461236637,11.184459920129894,1.566307900568133,0.8261929115117926,51.421390428757036,1.105087552176041,0.3575836792588234,0.10511094876128482,0.6009577512741089,0.1142096072435379,0.18427033913321794,0.025951558389351703,0.09782608695652174,0.0472972972972973,1.0,0.7777777777777778,0.17821782178217824,0.089171974522293,18,21,166,423,0,6
